place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,주차 요금,이용요금,화장실,시설이용료,접근로,지체장애 기타 상세,유모차,출입통로,장애인 주차 안내,휠체어,수유실,대중 교통,지정현황,이용가능시설,판매 품목,주차요금,엘리베이터,점자 홍보물,오디오 가이드,시각장애 기타상세,객실,청각 장애 기타상세,체험가능 연령,이용 시기,수용인원,규모,관람석,할인 정보,주요시설,입실시간,퇴실시간,식음료장,객실수,예약안내,객실유형,부대시설,개장기간,대여안내,객실내 취사 여부,예약안내 홈페이지,바비큐장여부,자전거 대여 여부,노래방 여부,세미나실 여부,입점브랜드,강습안내,유아용보조의자,보유장비,큰활자 홍보물,청각장애 기타상세,점자 블록,안내 요원,보조견 동반,매표소,코스안내,영업시간,대표메뉴,취급메뉴,유도안내 설비,스포츠 시설 여부,좌석수,영유아가족 기타상세,체험
원주 소금산 울렁다리,"소금산 출렁다리보다 2배 더 긴 총길이 404m, 폭 2m의 보행현수교로 2020년에 착공하여 2년여의 대장정 끝에 완공되어 출렁다리의 이미지를 계승하고, 건너가는 사람이 아찔하여 마음이 울렁거린다는 의미로 '울렁다리'라고 명명되었다. 다리 중간중간에 조성된 유리바닥 구간은 울렁다리의 하이라이트 구간으로, 아찔하고 스릴 넘치게 섬강의 빼어난 풍광을 감상할 수 있다.",,https://cms.wfmc.kr/web,강원특별자치도 원주시 소금산길 12,동절기(11월~4월) 09:00~17:00(매표 15:30 종료) 하절기(5월~10월) 09:00~18:00(매표 16:30 종료),매주 월요일 (공휴일인 경우 그 다음날 평일),있음,"[소금산 그랜드밸리]
- 어른: 9,000원
- 어린이 (만 12세까지): 5,000원
- 강원도민 및 20명 이상의 단체, 국가유공자: 6,000원
※ 자세한 요금 할인은 홈페이지 참조","겁났지만 아이랑 도전해볼만해요 고소공포증이 있는 사람에게 너무 무서웠어요…. 그냥 다리 건너는거라고 생각했는데 너무 무서워서 주변을 돌아볼 틈이 없었습니다^^; 그래도 새로운 경험이였어요 봄에 갔는데 풍경이 끝내줘요 2개 다리를 건넜는데 조금 무서웠지만 기분은 좋았어요 출렁다리. 스카이워크. 울렁다리. 다 처음 건너보는데 울렁다리는 흔들리지는 않는데 고소공포증 때문에 높아서 많이 무서웠습니다. 내려가는 길은 에스컬레이터로 내려가는데 경사가 엄청납니다. 풍경도 너무 멋지고 숲향기도 좋습니다. 추천합니다. 올해 단풍구경은 소금산으로 갔어요 울긋불긋 물들고 있는 중이여서 며칠 지나면 산이 더 예쁠것 같아 아쉬웠어요 지금 한창 케이블카 공사를 하도 있더라구요 소금산 출렁다리까지 계단이 진짜 많아서 힘들어요 연로하신 부모님과 함께 가시려면 꼭 케이블카가 완공된 후에 가보세요 힘들게 올라간 만큼 경치는 정말 아름다웠고 노란색 울렁다리와 스카이타워가 참 멋지고 이쁘더라고요 산을 잘꾸며놨고 인증샷 남기기...
더보기 출렁다리를 지나 소금잔도, 스카이타워, 울렁다리까지~ 약 1시간 30분~2시간 소요되며 가 본 출렁다리 중 가장 아름다웠습니다. 올라갈때는 출렁다리. 내려오는 길은 울렁다리로 건넌 후 에스컬레이터 편도입니다. 에스컬레이터서 올려달라고 우기시는 분이 가끔 보이시네요^^",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영월관광센터,"영월 폐광지역 통합관광을 위해 건립된 센터로, 탄광지역의 관광루트를 설계하고 로컬푸드,카페 ,영상 및 전시,등을 즐길 수 있는 복합문화센터이다.",,,강원특별자치도 영월군 청령포로 126-3,"푸드코트존, 로컬푸드: 09:00~18:00
미디어전시관, 체험존 : 09:00~18:00
카페: 10:30~19:30",매주 월요일 정기 휴무,있음 (무료),"전시관 입장비용 (성인): 10,000원
전시관 입장비용 (영월군민): 7,000원
전시관 입장비용 (어린이): 5,000원
전시관 입장비용 (장애인,국가유공자): 5,000원","규모가 크진 않지만 휴식공간이 잘 갖춰져 있고 볼거리가 있습니다. 영월 특산품 파는 곳도 있어서 말린나물과 잡곡류를 사가지고 왔어요. 영월에서 한우먹고 돌아오는 길에 꼭 들러보세요. 영월여행 마지막 코스로 강추 규모는 크지 않지만 쾌적하고 어른, 아이 모두 좋아할 만한 전시가 있어서 좋았어요. 푸드코트에서 요기도 할 수 있어서 근처 청령포나 박물관도 들렀다가 영월관광센터에 와서 에너지 충전하면 좋을 것 같았습니다. 근처 캠핑장으로 강아지와함께 여름 휴가를 가게되서 근처 여행지를 검색하다 찾은곳이예요 강아지 동반으로 갈수있는것만보고 간건데... 완전 감동이었답니다 올해처럼 더운 여름에 시원한 실내에서 관람할수있는 프로그램도 좋았지만 무엇보다 애견에 대한 배려가 너무 감사하더라고요 개를위한 개모차까지 있을줄은 상상도 못했네요 저희 강아지는 나이많은 아이라 다니기 힘들었는데 집에있는 개모차보다도 더 럭셔리한...
더보기 여름에도 시원하게 쾌적하게 실내 관람을 할 수 있다고 추천을 받아서 가게 되었고요,무료 주차장이지만 주차 공간이 세 군데라 방문하시는 목적에 맞게 주차하셔야 편리하실 것 같습니다.입장료 내에 3천 원 쿠폰이 부착되어 있어 푸드코트나 카페 매장에서 사용할 수 있었고요,무엇보다도 대한민국 구석구석 어플에서 디지털 주민증을 발급하시면 큐알코드로 할인증이 생성돼서 입장료 할인을 받을 수 있습니다.멋...
더보기 앞에 청풍호를 보고 영월관광센터에서 휴식을 즐기시는 것을 추천합니다. 1,2층 볼것도 많고 조그마한 야외 정원도 있습니다. 이곳은 운탄고도1330의 시작점이기도 합니다 :) 진짜 내부가 깔끔하고 아이들하고 둘러보기에 좋습니다! 관광안내센터가 여행목적지?!! 영월 청령포 옆에 자리 잡은 영월관광안내센터 첫 인상은 젊은달와이파크 풍?? 이었다. 역시 Y square 가 닉네임이었다. 미디어영상관 입장을 위해 디주 할인으로 입장하고 여유로운 시간을 보냈어요. 지역주민에게도 방문자에게도 소중한 공간이 되겠구나 싶었습니다. 장마 초입에 방문해서 조금은 여유있었고 꼭 한번 들렀다 가보면 좋은 곳. ^^ 그리 큰 규모는 아니지만 센터가 개관한지 몇년되지 않아 전체적으로 깔끔하고 아이들과 실내에서 체험하기 너무 좋음. 그리고 식당 밥도 맛있고 건강해 지는 느낌입니다. 적극 추천요~",,,장애인 화장실 있음,,출입구까지 경사로가 설치되어 있음,,,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),장애인 주차장 있음_무장애 편의시설,,수유실 있음(1층),,,,,,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,점자블록 있음(주요시설 앞)_시각장애인 편의시설,안내요원 있음,,,,,,,,,,,"이벤트 홀,미디어 영상관 및 체험관, 미술 전시관, 문화 상품 판매점,컨벤션 룸"
홍천 무궁화 테마파크,"홍천군이 대한민국 무궁화 메카도시에 선정됨에 따라 대한민국의 꽃 무궁화의 위상을 높이고 무궁화의 아름다움을 널리 알리고자 2011년 9월에 조성된 공원이다.
2019년 10월 18일 홍천군의 2호 무궁화 명소로 선정된 무궁화 테마파크는 총 면적 19,559㎡에 5,769본의 무궁화가 식재되어 지역주민들을 비롯한 관광객들이 편안한 시간을 보낼 수 있도록 조성한 공원이다. 무궁화를 비롯한 다수의 식물이 식재되어 있으며 연못, 관찰데크, 파고라, 운동기구 등의 편의시설이 설치되어있다.
무장애 체험길, 터미널, 주변 무궁화 관련 시설과 인접하여 무궁화 관광지의 역할을 충실히 수행하고 있으며 연중무휴 개방하여 운영하고 있다.",,https://www.hongcheon.go.kr/mugunghwa,강원특별자치도 홍천군 북방면 홍천로 (196-43),상시개방,연중무휴,가능,무료,"평소 무궁화를 보기도 힘든데. 이렇게 넓은 공원으로 만들어놓아서 너무 좋았습니다. 쉬엄쉬엄 산책도 하고 다양한 무궁화꽃도 보고 좋은곳이에요. 아이들과 함께 가서 즐겁고 의미있는 시간 보내기 좋은 곳입니다. 우리나라꽃 무궁화를 직접 보면서 얻는 지식은 애정도 쌓이고, 잊을 수 없는 경험이 될겁니다. 요즘 무궁화 보기 힘든데 무궁화 테마파크답게 꽃을 많이 볼 수 있어서 좋더라고요 연세 있으신 부모님과도 산책하듯 구경하기 너무 좋았어요 ^^ 부모님 모시고 구경하기 좋은 곳이니 다들 한 번씩 가보시면 좋을 거 같아요 이모님네 들렀다가 추천으로 가게 된 무궁화 테마파크! 입구엔 역시 태극기 깃발이.펄럭이고 있었고 작은 연지엔 수련화가 지천으로 피어 멋진 경관에 감탄이 절로 나왔어요. 곳곳에 정자 슁터도 있어 멋진 경관을 쉬면서 즐길 수 있어 좋았습니다. 힐링의 공간인 홍천의 무궁화 테마파크가 좀 더 많이 알려졌으면 좋겠네요. 꼭 한 번 들러 보세요. 눈과 마음이 정화됨을 느끼실 거에요. 이번 휴가때 다녀왔는데요. 여러종류의 무궁화가 있어서 볼거리가 많았구요. 와이프랑 잔잔히 산책하기가 너무 좋았네요. 예전 강원도 인제살때 가봤던곳이예요 그땐 우리애가 어렷을땐데 이제많이컸으니 다시한번 가보고싶은곳이네요 무궁화 종류가 많아서 놀랬던기억이ㅎㅎ 산책길이 여러코스가 있는데 다 연결되어 있어서 천천히 둘러보기 좋아요^^ 여러 종류의 무궁화가 있어서 무궁화 피는 7~9월에 가는 것이 좋아요! 저는 늦가을~초겨울 쯤에 가서 꽃이 다 진 상태라 조금 아쉬웠는데 작은 온실이 있어서 온실구경하고 한바퀴 산책하고 내려왔어요ㅎㅎ",,,"*장애인용 화장실 있음(테마파크입구,남녀분리) *화장실 입구 경사로에 손잡이가 마련되어 있음.",,,,,*주출입구에 휠체어가 통과 가능함,*장애인 전용 별도 주차칸 있음 (정문 앞) *일반주차구역 있음 (정문 앞)있음 장애인주차 3대 가능,,,,,"연못, 파고라, 관찰데크, 목교, 벤치",,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*점자블로 있음(계단앞, 화장실앞)",,가능,,,,,,,,,,
벳소캠프,강원도 횡성에 위치한 벳소캠프는 아늑하고 조용한 캠핑장이다. 데크가 비교적 넓고 사이트마다 개별 개수대가 설치되어 있어 물 이용이 편리하다. 사이트를 둘러싼 나무들로 인해 옆 사이트가 가려져 프라이빗한 공간을 연출해 준다. 7kg 이하의 반려견은 동반 가능하다.,,http://cafe.naver.com/betsocamp,강원특별자치도 횡성군 우천면 전재호수길 66,14:00~익일 12:00,연중무휴,가능,,,,"60,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,"안전시설 설비사항
소화기:7",,,,,,,"전기,무선인터넷,장작판매,온수,물놀이장",,,,,,,,,,,,,,,,,,,,,,,,,,,
별빛캠핑장,"영월에 위치한 별빛캠핑장은 사이트 10개의 작은 캠핑장이다. 바닥은 파쇄석이고 사이트 간격이 넓고 나무 그늘이 많아서 쾌적하다. 아이들을 위한 물놀이장은 매일 아침 샘물을 새로 채워서 시원하고 깨끗하다. 캠핑장 입구는 외길이라 해가 떨어지기 전에 입실하는 것이 안전하다. 매점이 없어 미리 인근의 하나로마트 등에서 장을 보고 오는 것이 좋다. 편의 시설들이 아주 깨끗하게 관리되고 있어 호평을 받는 곳이다. 4월 중순부터 10월 중순까지만 운영되고, 동절기에는 폐장한다.",,http://cafe.naver.com/campingjang1,강원특별자치도 영월군 무릉도원면 양지마을길 38-11,13:00~익일 12:00,연중무휴,가능,,,,"45,000원~50,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"전기,온수,장작판매,물놀이장,트렘폴린",,,,,,,,,,,,,,,,,,,,,,,,,,,
007흥정계곡 반딧불 캠핑장,"강원도 평창군 봉평면에 자리 잡은 007흥정계곡 반딧불 캠핑장은 흥정계곡의 최상류에 위치하고 있다. 밤하늘 가득 쏟아지는 별빛 속에서 캠핑을 경험할 수 있다. 아침에 자욱한 물안개를 즐길 수 있는 곳이다. 부대시설로 워터슬라이딩, 수영장, 개수대, 공용 냉장고, 전자레인지, 매점, 쉼터 등을 갖추고 있다.",,,강원특별자치도 평창군 봉평면 흥정계곡4길 161-12,14:00~익일 11:00,연중무휴,가능,,,,"50,000원~220,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"전기, 온수, 물놀이장, 운동시설",,,,,,,,,,,,,,,,,,,,,,,,,,,
부연동 스카이케빈,"부연동 스카이 케빈은 사실 강릉 시내에서 차량으로 한 시간가량 떨진 깊은 산속, 부연동 마을에 위치한 펜션이다. 꽤나 가파르고 꼬불 꼬불한 길을 한참 가야 해서 초행길이라면 해가 떨어지기 전에 도착하는 것이 안전하다. 하지만 그만큼 청정 오지 마을에서 조용하게 한적한 휴식을 즐길 수 있다. 단독으로 텐트를 설치해서 이용할 수는 없고, 케빈이나 펜션을 예약 시에 숙소 앞에 별도 비용을 내고 텐트를 설치할 수 있다. 바닥은 파쇄석이고, 숙소 간 간격이 넓다.",,http://www.buyundong-skycabin-camp.com/,강원특별자치도 강릉시 연곡면 부연동길 840,14:00~익일12:00,,주차가능,,,,"100,000원~500,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"전기, 무선인터넷, 장작판매, 온수, 물놀이장, 매점",,,,,,,,,,,,,,,,,,,,,,,,,,,
포안캠핑,"포안캠핑장은 영월의 무릉도원면에 위치한 캠핑장이다. 사이트는 총 18개가 있는데 파쇄석과 데크석이 반반 정도이다. 펜션과 함께 이용 시 할인을 받을 수 있다. 일부 사이트는 차박 전용인데 차박 사이트를 제외하면 주차장에 주차해야 한다. 캠핑장은 계곡을 따라 길게 늘어서 있어 대부분의 사이트에서 계곡과 산을 바라볼 수 있다. 소규모라 조용한 편이고, 매너 타임도 철저하다. 애견 동반이 가능하지만, 소형견만 가능하고, 계곡이나 물놀이장에 입장할 수 없다.",,https://cafe.naver.com/forahncamping,강원특별자치도 영월군 무릉도원면 두산길 120,13:00~익일 12:00,"비수기 평일
※ 자세한 휴일 안내는 홈페이지 및 전화 문의 요망",가능,,,,"40,000원~70,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"전기, 온수, 물놀이장, 풋살장",,,,,,,,,,,,,,,,,,,,,,,,,,,
YELLOW HILL,YELLOW HILL 글램칭장은 강원도 춘천시 동산면에 위치하고 있다. 빼곡히 들어찬 노란 은행나무가 이곳을 찾는 이들의 힐링 공간이 되어주고 있다. 캠지기가 직접 생각하고 만들어온 글램핑장이다.,,,강원특별자치도 춘천시 동산면 종자리로 224-24,14:00~20:00,,가능,,,,"70,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미시령옛길 울산바위 은하수,"미시령은 고성군 토성면과 인제군 북면의 경계를 이루는 고개다. 인제에서 속초로 넘어가는 통로로 사용되었던 미시령은 설악산 울산바위를 한눈에 조망할 수 있는 전망대다. 지난 2006년 미시령터널이 만들어지면서 이용객은 크게 줄었지만, 여전히 이곳에서 바라보는 울산바위의 매력을 찾아오는 이들이 적지 않다. 특히 미시령 옛길이 울산바위 은하수 촬영 포인트로 입소문이 나면서 맑은 날 밤이면 공터 주차장을 가득 채울 만큼 사진 동호인들의 발길이 이어지고 있다. 주차장에서 도로 건너편을 바라보면 작은 오솔길이 보이는데, 이 길을 따라 조금만 걸어 올라가면 오른쪽으로 울산바위가 한눈에 펼쳐진다. 병풍처럼 우뚝 솟은 울산바위만으로도 매우 아름답지만, 그 위로 쏟아지는 신비로운 은하수를 바라보고 있으면 꿈결처럼 느껴질 정도다.",,,강원특별자치도 고성군 토성면 원암리 산1,상시 개방,연중무휴,가능,,미시령옛길은 거의 통행금지이던데 어떻게 가시나요? 민자운영 미시령터널 수익을 위해 옛길 통행 일부러 막는것 같은데 통행 가능일도 알려주세요 울산바위 멋있고 신비로워요~~은하수도 보고 싶어요 날씨좋고 삭월일때 찾아가면 별이랑 은하수가 정말 예술처럼 보일것 같아요. 이제 겨울이라 당분간은 못보겠지만 내년에 꼭 은하수 제대로 보러 가고싶습니다. 인제에서 미시령 터널을 넘어 속초로 접어드는 순간 보이는 울산 바위롤는 그저 감동입니다. 우리나라에 이렇게 멋진 곳이 있나 싶습니다. 주차할 곳이 넉넉치 않은 게 아쉽긴 하지만... 그래서 여운이 더 남는 곳인가 봐요~ ㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용화해수욕장 야영장,"용화해수욕장 야영장은 삼척에서도 스노쿨링으로 유명한 용화해수욕장에 있는 캠핑장이다. 어촌계에서 운영하고 있고, 별도의 예약 시스템은 없어서, 전화 문의 후에 방문하면 된다. 하지만 대체로 사전 문의 없이 방문하더라도, 자리를 잡고 있으면 늦은 오후에 요금을 받으러 오는 느슨한 방식으로 운영되고 있다. 데크나 사이트 구획이 정해져 있지는 않고 소나무 사이에 적당히 잡을 수 있고, 텐트 크기 등을 고려해 비용이 다르다. 한여름 성수기에도 예약 없이 가도 자리를 잡을 수 있는 몇 안 되는 보석 같은 곳 중에 하나이다. 시설은 다소 노후한 편이지만, 시원한 바다와 일출 풍경 만으로도 상쇄된다.",,,강원특별자치도 삼척시 근덕면 용화해변길 23,선착순입장,,주차가능,,,,이용요금은 변동될 수 있으므로 전화 문의 요망,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"전기, 온수, 매점",,,,,,,,,,,,,,,,,,,,,,,,,,,
베이스캠프(강릉),"강릉 시내에서 가깝고, 경포호를 기준으로 차량으로 10분 이내에 위치한 사천진 방파제를 눈앞에 펼쳐둔 카라반 전용 캠핑장으로 탁 트인 바다뷰가 시원하다. 여름철이면 도보 5분 거리에 사천해수욕장과 사천친리해수욕장에서 해수욕을 하기 용이하다. 이름 그대로 이곳을 베이스캠프로 삼고 강릉 및 동해안을 여행하기도 적당한 위치다. 애견 동반도 가능하나 사전에 협의 및 추가 비용이 필요한데, 10kg 이하만 가능하다.",,,강원특별자치도 강릉시 사천면 해안로 940-12,15:00 ~ 익일 11:00,연중무휴,가능,,,,"90,000원 ~ 270,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"전기,온수,무선인터넷,에어컨",,화롯대,,,,,,,,,,,,,,,,,,,,,,,,,
아름다운캠프,"아름다운 캠프는 강원 동해시 대진동 대진1길 47-2 일원에 위치하고 있다. 잔디, 파쇄석 사이트가 총 32개로 구성되어 있고, 전기, 화장실, 샤워실, 취사장, 장작판매 등의 편의시설과 수영장을 이용할 수 있다. 인근에 가볼만한 관광지는 대진마을, 묵호항, 늘햇살 농촌체험 만우마을이 있고, 주변에 다른 캠핑장으로 아름다운 캠프, 노봉 오토캠프장, 동해 망상 오토캠핑장, 동해청소년야영장, 도직해수욕장이 있다.",,http://cafe.naver.com/beautifulcamp,강원특별자치도 동해시 대진1길 47-2 (대진동),14:00 ~ 익일12:00,연중무휴,가능,,,,"50,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,"안전시설 설비사항
소화기:18",,,,,,,"전기,장작판매,온수,트렘폴린,운동시설,마트.편의점",,"릴선,화로대,난방기구",,,,,,,,,,,,,,,,,,,,,,,,,
해담체험마을캠핑장,"산과 산 사이에 해를 담고 있는 마을이라는 의미를 가진 해담마을은 높고 깊은 산으로 둘러싸여 맑은 서림 계곡이 흐르고 있으며 청정자연의 모습을 그래도 유지하고 있는 아름다운 마을이다. 해담마을은 천혜의 자연환경을 자원으로 레저 체험의 즐거움과 친환경 먹거리가 공존하며 연중 많은 분이 찾아주시는 야영장과 방갈로, 펜션 등 숙박시설을 구비하고 있어 도시민의 휴양지로 각광받는 찾고 싶은 마을이다. 여름 성수기에는 예약제로 운영된다.",,http://haedamvil.com,강원특별자치도 양양군 서면 구룡령로 2110-39,15:00 ~ 익일 11:00,,가능,,,,"50,000원~
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화진포해양박물관,"화진포 관광지구 내에 위치한 해양박물관으로 세계적으로 희귀한 각종 조개류, 갑각류, 산호류, 화석류, 박제 등 다양한 수중생물들을 볼 수 있는 패류박물관과 어류전시관으로 구성되어 있다. 1층은 어류전시관으로 180도 머리 위를 지나는 물고기들을 관람할 수 있고, 2층은 오션 비치, 동해 바다, 무척추 동물관과 입체영상관을 볼 수 있다. 특히 2층에서 상영하는 입체 영상을 통해 화진포의 호수와 바닷속 생태계를 공부할 수 있다. 고성군의 명물인 명태를 비롯해 동해 바다 돌고래, 고성 대진항, 거진항 어부들의 고기잡이 과정도 살펴볼 수 있다.",,https://www.gwgs.go.kr,강원특별자치도 고성군 현내면 화진포길 412,09:00~18:00,연중무휴,가능,,재개장 소식이 방문해봤는데 입장료가 아깝지 않을 만큼 깔끔하고 좋네요. 우리가 쉽게 접하는 물고기 및 해산물들이 전시되어 있어서 낚시를.좋아하는 아이가 즐겁게 관람할 수 았엇어요. 다양한 생물들을 만나볼수있고 기념품도 구매할수있어 소중한 추억을 간직할수있는 좋은 박물관이에요~,,"어른 5,000원, 청소년군인 4,000원, 어린이(7~12세) 3,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",,,출입구까지 경사로가 설치되어 있음,,,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),,,,,,,,,,,,,,,,,,,,"고성군민 국가유공자, 1~3급 장애인 무료, 65세 이상 50%할인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이끼폭포,"강원도 삼척시에 위치한 육백산은, 산 정상이 평평해 조(租) 600석을 뿌려도 될 만큼 넓다는 데서 그 이름이 유래되었다. 첩첩산중 육백산 능선을 따라 두리봉과 삿갓봉 줄기 사이에는 태고의 신비를 간직한 도계 무건리 이끼폭포가 자리하고 있다. 무건리 이끼폭포는 1960년대까지만 해도 호랑이가 출몰할 정도로 깊고 울창한 숲 속에 숨겨져 있어, 그 비경이 오랫동안 외부에 알려지지 않았다. 특히 여름철에는 바위를 촘촘히 뒤덮은 짙은 초록빛 이끼가 신비로운 분위기를 자아내며, 세차게 쏟아지는 물소리와 골짜기에서 불어오는 시원한 바람이 더해져 이곳만의 특별한 청량감을 선사한다.",,https://www.samcheok.go.kr/tour/,강원특별자치도 삼척시 도계읍 무건리 산 58,상시 개방,연중무휴,"가능
요금 (무료)",무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창안산산림욕장,"창안산은 해발 541.8m의 높이를 가진 산으로 시가지에서 가까워 두류산과 함께 등산객들과 주민들이 자주 찾는 산이다. 종합안내판, 방향표지판, 수목표찰 등의 안내시설이 있어 어렵지 않게 등반할 수 있으며, 온몸 노젓기, 하늘 걷기, 마라톤 운동 등 8종의 체력단련 시설을 설치해 주민들에 쾌적하고 안전한 산림휴양 서비스를 제공한다. 산림욕장에는 편히 앉아 쉴 수 있는 팔각전망대와 산림욕을 할 수 있는 의자 등이 마련되어 있어 일상에 지친 몸과 마음의 피로를 씻으며 스트레스를 해소할 수 있다. 대성사에서 출발하여 창안산 정상까지 가볍게 오른 후에는 해발 993m 두류산 정상까지 이어지는 코스까지도 함께 도전해 볼 수 있다.",,https://tour.ihc.go.kr/hb/portal,강원특별자치도 화천군 사내면 사창리 산52,09:00~17:00,연중무휴,가능,무료,,,,,,,,,,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청옥산 도깨비길,"청옥산 도깨비길은 청정 고원지대인 육백마지기 청옥 산자락에 위치한 회동리 깨비마을에 있는 길로 도깨비 전설과 호랑이바위 전설 등을 만날 수 있다. 산악형 지역으로 깨끗하고 청정한 삼림욕을 즐길 수 있으며 봄에는 산나물이 많고 여름에는 시원하고 가을철에는 단풍이 장관인 곳이다. 깨비마을은 옛 회동 2리 장재터라는 곳에 부자가 많이 살았으나 이들의 횡포를 보다 못한 도깨비가 이들을 망하게 했다는 것에서 유래했다.

(출처 : 평창 문화관광 홈페이지)",,https://tour.pc.go.kr/Home/index,강원특별자치도 평창군 미탄면 수리재길 3,상시 개방,연중무휴,가능,무료,,,,,,,,,,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진뚜루 마중길,진뚜루 마중길은 장평 시외버스터미널 뒤 속사 천변에서 시작된다. 맑고 깨끗한 물이 흐르는 속사 천변을 따라 걷다 금송교를 지나 마을 제방길과 영동고속도로 주변 길을 지나며 평화로운 농촌의 모습과 자연을 즐길 수 있는 접근이 쉽고 이용이 편리한 약 5㎞의 트레킹 코스이다. 장평은 대부분의 지역이 완만한 산지를 이루고 있고 마을 중앙으로 영동고속도로가 지나고 속사 천이 흐르는 전형적인 강원도의 농촌마을이다. 진뚜루는 마을이 긴 벌판에 있다고 해서 붙여진 장평리의 옛 이름이고 마중길은 이곳을 찾아오는 관광객을 친절하게 맞이한다는 뜻이다.,,https://tour.pc.go.kr/,강원특별자치도 평창군 용평면 갈정지길 10,상시 개방,연중무휴,가능,무료,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,,,출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,
노산성,"노산성은 평창강이 굴곡하는 곳에 우뚝 솟은 노성산(해발 419m)에 쌓았는데, 삼면이 강으로 둘러싸여 있을 뿐만 아니라 북쪽은 절벽이거나 매우 가파른 곳이어서 천험의 지대라고 할 수 있다.
「신증동국여지승람」에는 노산성으로 기록되어 있으며, ‘돌로 쌓았으며 둘레 1,364척, 높이 4척이다. 안에 한 우물이 있다. 지금은 반은 퇴락되었다.’라고 되어 있다. 이 성은 조선 선조 초에 군수 김광복(金光福)이 쌓은 것으로 전해지며, 임진왜란 때 권두문(權斗文) 군수가 지사함, 우응민, 이인노 등과 함께 백성을 거느리고 왜군과 싸웠던 곳으로 알려져 있다.
성의 둘레는 517m이며, 성벽은 대체로 붕괴되었으나 잘 남아 있는 곳은 높이 5.3m에 이르는 곳도 있다. 성벽은 북쪽의 절벽 부분을 제외한 곳에만 축조되었는데, 능선의 바로 아래 부분을 삭토하고 그 바깥쪽에 성벽을 구축함으로써 성벽을 따라 편편한 내환도(內環道)를 만들었다. 이러한 방식은 홍천 대미산성(大彌山城)의 축조법과 같은 방식이다. 성내 시설로는 산 정상 부근에 깊이 약 2m의 우물터 한 곳이 있다.",,https://tour.pc.go.kr/,강원특별자치도 평창군 평창읍 하리 산1,상시 개방,연중무휴,가능,무료,,,,,,,,,,,,,,강원특별자치도 기념물 평창노산성 (2003.01.18. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
