place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,주차 요금,이용요금,화장실,review,입장료,판매 품목,접근로,출입통로,장애인 주차 안내,규모,엘리베이터,수유실,지체장애 기타 상세,유모차,오디오 가이드,체험가능 연령,주요시설,점자 홍보물,관람석,시설이용료,휠체어,객실,대중 교통,수용인원,이용가능시설,청각 장애 기타상세,부대시설,시각장애 기타상세,할인 정보,지정현황,주차요금,점자 블록,보조견 동반,입점브랜드,매표소,안내 요원,코스안내,유도안내 설비,영유아가족 기타상세,체험
유성컨트리클럽,"과학과 관광이 어우러진 대전 유성에서 터를 잡은지 30여년, 골프 스포츠로서 인정되기 까지의 기틀을 세운 중부권 골프의 리더를 지켜오고 있다.도심권 안의 18홀 골프장은 도심과 자연이 공동하는 공간으로서의 자연생태를 유지하고 있으며 35만평의 대지의 코스를 통해 새로운 라운드를 창출, 골퍼들을 자극하고 있다.",,유성컨트리클럽 http://www.yscc.co.kr,대전광역시 유성구 현충원로 200 (덕명동),,명절,주차 가능,,"[비회원 기준]
- 주중 160,000원 / 주말 210,000원
- 캐디피 150,000원
※ 자세한 요금은 홈페이지 참조",,,,,,,,,,,,,,,,,,,,,,,,,"천연그린 퍼팅장, 벙커연습장, 대식당, 티하우스&그늘집, 프로샵",,,,,,,,,,,,,
갑천,"갑천은 전라북도와 충청남도의 경계인 대둔산(878m)에서 발원하여 금강으로 흘러드는 하천이다. 봉명동부터 탑립동으로 이어지는 대전을 대표하는 하천이기도 하며, 특히, 충남대학교와 카이스트 캠퍼스 앞에 펼쳐진 갑천의 일대는 인기 있는 피크닉 장소로 꼽히고 있다. 도보길과 자전거 전용도로가 조성되어 있어 운동, 산책, 라이딩 등을 위해 찾는 사람들이 끊이지 않으며, 갑천의 아름다운 풍경을 함께 만끽할 수 있어 대전 시민들에게 사랑받는 명소 중 하나이다.
주변에는 유성온천, 유림온천, 엑스포과학공원, 대전신세계아트앤사이언스, 성심당 DCC점, 한밭수목원 등이 있다.",,https://www.yuseong.go.kr,대전광역시 유성구 봉명동 702,,연중무휴,가능,,,있음,"큼직하고 탁 트인 전경의 하천입니다. 벚꽃 명소에요 둑 위로 산책로를 지었고, 그옆으로 오래된 벚꽃나무들이 있어서 벚꽃 터널을 지날 수 있습니다. 주차가 어려운부분이 있는데 인근 대형마트서 장볼겸 잠시 구경하기 좋은 코스입니다. 아이들 데리고 편하게 산책하기 좋아요...유성 사람뿐만 아니라 대전사람들이라면 갑천을 모르면 안되는곳이랍니다. 카약체험도 있으니~방문해보세요 엑스포과학공원과 한밭수목원이 가까워서 관광하고 들리기에도 좋아요. 산책하기 좋은 하천입니다. 카약도 체험할 수 있어 재미있었어요. 풍경이 아름다우니 대전 방문하시면 들러보세요. 깨끗하고 산책이나 런닝하기 좋아요 공원이랑도 연결된 곳이 많아 자주 방문합니다 산책하기 좋아요 벚꽃피면 꽃구경 가보세요 ^^ 유성구 사는 사람들에게 갑천은 소중한 자연유산이죠 ㅎㅎㅎ 특히 관평동~전민동 구간에는 사람이 별로 없어서 자전거 타거나 걷기 너무 좋아요!!! 요즘 같은 시기엔 철새들도 볼 수 있어요. 도심지와 가까워서 가볍게 산책하기 정말 좋은 것 같아요!!!",없음,,,,,,,,,,,전연령,,,,,,,,,"주민여가공간, 붓꽃원, 야생화체험공간, 생태학습공간, 쉼터, 자연학습탐방로 등",,,,,,,,,,,,,,,
둔산전자타운,"둔산전자타운은 지하 2층 및 지하 3층에는 대형 주차시설이 마련되어 있으며, 지하 1층에는 혼수가구, 시식코너 등이 자리잡고 있다. 전자상가를 뒷받침하는 전문매장이 들어서 있는곳은 1층 부터 6층 까지로서 1층과 2층은 TV,냉장고, 세탁기, 오디오 등 가전제품을 비롯해 통신기기, 사무기기, 전기부품, 조명기기 주방용품세트 등을 판매하고 있는데 국내가전은 물론 유명 수입제품을 골고루 갖춘 전문 매장이 형성되어 있다. 3층, 4층, 5층, 6층은 국내에서 생산하는 모든 컴퓨터 기종 및 주변기기 등이 골고루 갖추어져 있는데 중부권 최대의 컴퓨터 상가 답게 컴퓨터 매장에는 국내 유명 컴퓨터를 비롯해 수입 컴퓨터, 조립 PC, 컴퓨터 주변기기 등을 취급하는 업체들이 입주해 있다. 특히,조립 PC를 수리해주는 A/S센타는 고객서비스 만족을 위한 전자타운의 자랑이다.",,https://cafe.daum.net/eltowon,대전광역시 서구 도산로403번길 21,09:00 ~ 23:00,전화문의 요망,,,,장애인 전용 화장실 있음,,,"가전제품, 사무기기, 컴퓨터 등",출입구까지 단차가 없어 휠체어 접근 가능함,주출입구는 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음_무장애 편의시설,,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
역전시장,"대전 역전시장은 대전역 1번 출구에서 도보로 약 3분 거리에 위치해 있으며, 인근에 있는 중앙시장과 가까워 두 시장을 함께 둘러보기에 좋다. 역전시장은 대전 현지인들이 자주 찾는 재래시장으로, 신선하고 저렴한 농수산물을 비롯해 다양한 생활용품과 먹거리를 구매할 수 있다. 특히 떡볶이, 튀김, 어묵, 호떡, 잔치국수 등 다양한 길거리 간식이 인기이며, 시장 골목을 걸으며 간단한 먹거리를 즐길 수 있는 것도 큰 매력이다. 시장 분위기는 전통과 활기가 공존하며, 친절한 상인들의 정감 있는 응대는 대전의 따뜻한 지역 문화를 느끼게 해 준다.",,,대전광역시 동구 역전시장길 34 (정동),※ 점포별 상이함,※ 점포별 상이함,불가능,,,,"대전 ""역전시장""은 중앙시장 옆에 있습니다. 대전역에서 성심당본점으로 가는길에 중앙시장인줄 알고 지나갔더니 역전시장 이라는 간판이 있네요. 재래시장은 여러가지 상품도 많고 사람들도 많아 사람의 생기를 느낄 수 있어 좋습니다. 국내 방방곡곡으로 떠나는 여행에서 어떤 분들은 그 지역만의 특색이 있는 시장을 중심으로 여행 코스를 짜는 경우를 봤어요. 그렇게 따지면 대전의 재래시장을 논할 때 결코 빼놓을 수 없는 곳이 바로 이곳 역전시장입니다. 말 그대로 대전역(驛) 앞(前)에 있다고 해서 역전시장이라고 부르는데요. 횡단보도 건너 있는 중앙시장과는 또다른 시장입니다. 대전역으로 가는 길목에 길게 장사진이 펼쳐져 있지요. 정육점, 공판장, 청과상, 어물전, 포장마차, 구제 옷가게, 빵집 등 다양한 업종의 점포들이 저마다의 정겨운 향기로 한데 어우러져 대전 시민과 관광객들에게 손짓하는 곳입니다. 사람 냄새 물씬 느껴져서 살 것 없어도 일부러 찾기도 해요.
닫기",,야채 / 과일 / 생선 / 건어물 / 고깃집 / 의류 / 음식 등,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음(공영주차장)_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,
길치문화공원,"가양비래근린공원은 약 42만 평으로 대전광역시의 동부권에 위치한 주로 산림 형태의 공원이다. 남간정사가 있는 우암사적공원과 경부고속도로 대전육교(비래동) 주변의 중앙광장이 조성되어 있는 곳으로 이용권이 양분되어 있다. 특히, 우암사적공원은 낮은 야산 기슭의 숲이 우거진 골짜기를 배경으로 하여 위치하고 있어 대전시민은 물론, 외지인들의 이용객이 날로 증가하고 있다.",,https://www.daejeon.go.kr/par/index.do,대전광역시 대덕구 신상로 65,상시 개방,연중무휴,"가능
요금 (무료)",,,장애인 전용 화장실 있음,동네 근처에 주민들이 많이 애용하는 공원입니다. 아침저녁으로 운동하는분들도 많고 뒷산과 연결되어있어 가볍게 등산하는분들도 많아요. 지금은 아쉽게도 체육시설 건립으로 일부분을 만아놨지만 공사끝나고나면 시설이용까지 할수있을것같아더 기대됩니다. 길치근린공원 편하게 산책하며 힐링하기 좋아요! 계족산 등산까지 함께할 수 있답니다.,무료,,출입구까지 경사로가 설치되어 있음_무장애 편의시설,주출입구는 단차가 없어 휠체어 접근 가능함,,,,,,,,,,,,,,,,,,,,,,,,점자블록 있음(관리사무소)_시각장애인 편의시설,,,,,,,,
대전 중리전통시장,"대전 대덕의 뿌리가 되는 회덕이 회덕 1·2동으로 분동 되었다가 APT 단지가 들어서면서 회덕 2동에서 분동된 중리동은 일반 주거지역과 APT 단지 등이 혼성된 지역특성을 가지고 있다. 1988년 이 지역의 생필품 등 과일, 야채 생선 판매 등 주부들의 장바구니 시장으로 시작한 중리시장은 계속 번창하여 현재 140여 개가 넘는 점포에 1일 2,500여 명의 고객이 이용하고 있다. 현대화를 위한 각종 친절교육 및 상인 마인드 개선 등에도 상인회가 적극적으로 나서고 있어 중리시장은 주부들의 발길이 끊이지 않는 ‘좋은 재래시장’으로 계속 발돋움하고 있다.",,,대전광역시 대덕구 중리북로37번길 26 (중리동),07:00~22:00 (※ 점포별 상이함 ),※ 점포별 상이함,가능 (공용주차장),,,장애인 전용 화장실 있음,도심에 있는 재래시장이라서 자주 방문해요. 시장 주변으로 상권이 형성되어있어서 시장 방문하고 근처 안경점이나 음식점 방문하는것도 소소한 재미입니다ㅡ 입구에 반찬가게가 2~3곳있는데 가격도 저렴하고 맛있고 중앙부른에 야채가게 떡집도 맛있어요,,식품 / 의류 / 잡화 / 수산물 / 농특산물 등,출입구까지 경사로가 설치되어 있음,주출입구는 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음_무장애 편의시설,,,,시장 내 휠체어 가능(일부 가게입구 단차 있음),,,,,,,,,,,,,,,,,,,,,,,,,,,
금강로하스대청공원,"금강로하스대청공원은 대전 대덕구 대청댐 인근에 조성된 공원이다. 도시민의 건전한 여가생활과 보건휴양 및 공공복리 증진을 위하여 1998년부터 2011년까지 143,386㎡의 규모로 조성된 자연생태공원으로 현장학습, 가족 나들이, 기업 및 단체의 야유회 등 친목 도모의 공간으로 적합하다. 대청호와 금강에 접하고 있으며 강변을 따라 470m 정도의 수변데크가 조성되어 백로 등의 조류와 왕버드나무군락지 등을 감상할 수 있다.
또한, 각종 전시회 개최와 지역 예술가들의 작품 활동이 이루어지는 [대청문화전시관], 40,500㎡의 넓은 잔디광장, 암석식물원, 삼림욕과 휴식을 즐길 수 있는 메타세쿼이아 숲 속쉼터 및 유아숲체험원도 갖추고 있다. 이처럼 자연친화적인 시민 휴식공간으로 인정받아 환경부의 자연생태복원 우수마을에 3회 연속(2006.5~2014.12) 선정되기도 하였다. 인근에는 대청댐 외에 청남대, 용호동 구석기 유적, 신탄진장(3, 8일) 등의 관광지가 있다.",,,대전광역시 대덕구 대청로 607,09:00~18:00,연중무휴 (대청문화전시관 매주 월요일 정기휴관),가능 (대청댐 공영주차장),,,"장애인 전용 화장실 있음(야외 공중화장실,경사로 설치됨)","가는길이 예쁘고 잔디밭도 잘되어 있어서 좋았습니다 화장실도 깨끗하고 주차장도 넓고 산책로도 만족합니다 대청댐에 공원을 예쁘게 조성해놓아서 산책가기 너무 좋은 곳입니다 대전인들의 애착장소입니다 금강과 대청호 수변에 조성된 대규모 공원 금강로하스대청공원을 추천해요 자연생태공원으로 현장학습, 가족 나들이, 기업 및 단체의 야유회 등 친목 도모의 공간으로 적합하며 풍경이 너무나 아름다운 멋진곳입니다. 금강로하스대청공원은 산책하기에 좋은 곳입니다. 특히 야경이 일품이어서 밤에도 가족들과 산책을 다녀오는 곳입니다. 그리 번잡하지 않아 더욱 좋습니다. 지금 축제도 같이하고 있는데 벚꽃도 활짝피고 야경도 이쁘고 나들이하기 좋아요!! 대청댐에 위치한 금강로하스대청공원은 먼저 둘레길도 잘 되어 있구요 암석식물원도 있어서 볼거리도 있어서 가족 나들이 장소로 좋습니다 공영주차장도 잇어서 편리 합니다 대전인들이 사랑하는 대청댐을 즐기기 위해 잘 조성된 공원이라 너무 좋고 멋진 곳입니다. 데크길이 있어 편리하고 깨끗하니 좋아요.","무료(단, 잔디광장 대관 시 사전 문의)",,공원은 무단차로 연결되어 있으며 공원내 전시관도 무단차 진입 가능함,,장애인 전용 주차구역 있음(28대)_무장애 편의시설,,,,,,,,,,,,,,,,"체육시설 - 잔디광장 및 다목적운동장, 야외무대
문화시설 - 대청문화전시관",,,,,,,점자블록 있음(화장실 앞)_시각장애인 편의시설,,,,,,,,
장태산자연휴양림,"장태산 자연휴양림은 국내 유일의 메타세쿼이아 숲이 울창하게 형성되어 있어 이국적인 경관과 더불어 가족 단위 산림욕을 즐기기에 적합한 곳이다. 천혜의 자연경관과 잘 어우러진 이곳은 산책길이 잘 조성되어 있을 뿐만 아니라 건강지압로, 추억의 놀이, 출렁다리, 교과서 식물원, 생태연못, 숲 속 교실 등을 갖추고 있어 자연과 더불어 자연학습과 휴식을 동시에 즐길 수 있다. 또한 단체오락, 미니축구, 농구 경기 등을 즐길 수 있는 소규모(380㎡) 운동공간과 스카이웨이, 전망대, 비탈 놀이 시설을 통해 메타세쿼이아 숲을 특별히 체험할 수 있는 공간도 마련되어 있으며 장태산 정상의 형제바위 위에 있는 전망대에서는 낙조를 바라볼 수 있고 장군봉, 행상바위 등 기암괴석도 볼 수 있다.",,https://www.jangtaesan.or.kr:454/index.asp,대전광역시 서구 장안로 461,[숙박] 15:00~익일 12:00,연중무휴,"가능
요금 (무료)",,,장애인 화장실있음,"장태산은 메타세쿼이아 숲길이 정말 인상적이었어요. 산책로가 잘 정비돼 있어서 걷기 편하고, 스카이웨이나 출렁다리 위에서 보는 풍경도 멋졌어요. 가족단위로 와도 좋고, 조용히 혼자 걷기에도 좋더라고요. 도심 근교 힐링 장소로 추천하고 싶어요. 아이들과 어른들 모시고 다녀오기 정말 좋은 휴양림입니다. 간식 사먹는 재미도 쏠쏠하고 자연 환경이 너무 좋아서 걷다보면 힐링이 절로 됩니다. 봄 여름 가을에 가족들과 훌쩍 다녀오기 좋은 곳이예요. 대전에서 휘리릭 다녀올 수 있는 가족 산책지로 너무 좋아요. 호떡이랑 어묵, 군밤 사먹고 휴양림으로 들어가서 메타세콰이어길 걸으며 나무냄새 풀냄새 맡으며 산책하고♡ 나오는 길에 바로 앞 카페에서 커피랑 쥬스, 아이스크림까지 먹으니 정말 완벽한 나들이 코스였어요. ^^ 사계절 항상 방문하기 좋은 휴양림, 차로 중간까지 갈수 있어서 큰 부담없고 휴양림 내 통나무집도 너무 좋았어요 가족과 함께 자주 가는 너무나 멋진 곳입니다. 휴양림 자체도 좋고, 스카이웨이와 작은 놀이터가 있어 아이와 함께하기도 좋습니다. 한시간정도 산을 둘러보는 코스도 가능해서 한바퀴 돌고 휴양림 안에 있는 매점에서 허기를 달래면 최고의 산책이죠. 다만 주말에 주차가 매우 어려운 관계로 차를 가져간다면 오픈런 수준으로 일찍 도착해야 합니다. 장태산 휴양림을 방문하면 우선 스카이웨이 및 타워를 둘러보고 그리고 출렁다리(별로 흔들리지 않음)를 넘어갔다가 다시 되돌아와서 포장된 도로를 따라 전망대를 보러 가는 것을 추천한다. 엄청 큰 메타세콰이아 나무들의 숲을 거쳐 올라간 전망대에서 바라보는 풍경은 평온 그 자체다. 다음에 방문하게 되면 커다란 돗자리와 간식거리를 잔뜩 사와 여러곳에 설치된 평상에서 한나절 쉬었다가 돌아오고 싶다. 특히 한 여름에 방문하면 나무들이 만든 그늘에서 있다보면 덥지 않을 듯 하다
닫기 5월 3일 비가 오는 날 방문했어요 비가 와서인지 한적하고 고요한 숲과 메타세콰이어가 참 좋았습니다 단 비가 오면 스카이웨이와 출렁다리는 입장 불가에요 스카이웨이 걷진 못 했지만 온통 신록이 푸르러서 충분히 힐링이 되었습니다 다음엔 캠핑장에서 묵고 싶네요",,,,무장애 공간이 있으며 무장애 목재 데크가 있는 구간에는 연속손잡이가 설치되어 있음,장애인 전용 주차구역 있음_무장애 편의시설,,,,,,,,,,,"[숙박] 25,000원~350,000원",,,,,숲속의 집 / 숲속수련장 / 산림문화휴양관 / 야영장 등,,,,,,,,,,,,,,,숲체험
추동인공생태습지,"추동 인공생태습지는 대전시가 2008년 12월 26일 습지 보호구역으로 지정한 곳으로 멸종 위기종인 천연기념물 수달, 천연기념물 원앙 그리고 말똥가리, 흰목물떼새, 맹꽁이 등이 서식하고 있다. 슬로문화 속 떠오르는 여행지 ‘추동 생태습지공원’ 습지에 서식하는 동식물, 미생물과 습지를 구성하는 토양 등은 주변으로부터 흘러나오는 각종 오염된 물을 흡수하여 오염물질을 정화시키고 깨끗한 물을 흘려보내는 자정 역할을 하는 것으로 알려져 있으며, 여러 종류의 생물들이 모여 살기 때문에 생물의 다양성이 높아 생태적으로 중요한 기능을 담당하기도 한다. 동구의 대청호 둘레길 중 6코스 길은 습지가 발달한 생태관광의 명소로 이어진다.",,,대전광역시 동구 천개동로 41 (추동),상시 개방,연중무휴,"가능
요금 (무료)",,,,,무료,,출입구까지 턱이 없어 휠체어 접근 가능함,,"장애인 주차장 있음(2대,자연생태관 주차장)_무장애 편의시설",,,,산책로 데크로드 구간 있음,,,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,
쌍청당,"은진 송 씨 중시조이며 고려 말-조선 초기에 부사정을 지낸 쌍청당 송 유(宋愉, 1389-1446)가 회덕으로 낙향한 후 세종 14년(1432)에 건립하여 거처하던 별당 건축이다. 세종 14년(1432년) 은진 송 씨의 중시조 송유가 세웠다. 건물 이름은 선생의 호인 ‘쌍청(雙淸)’을 따다 붙였는데 청풍과 명월의 맑은 기상을 마음에 담고자 한 것이라고 한다. 중종 19년(1524)에 1차 중수를 거친 이래 총 7차례에 걸쳐 부분적인 중수를 하여 오늘날 이르게 되었다. 과거 쌍청당의 주변은 논과 밭이 어우러져 있던 아름답고 전망 좋은 곳이었다. 현재도 한옥과 자연이 어우러진 모습을 볼 수 있는 곳이다.",,https://www.daedeok.go.kr/tour/index.do,대전광역시 대덕구 쌍청당로 17 (중리동),상시 개방,연중무휴,"가능
요금 (무료)",,,,"조선 전기 학자인 쌍청당 송유 선생이 지은 별당 - 선생의 호인 쌍청당을 따서 건물 이름을 붙였고, 청풍과 명월의 맑은 기상을 마음에 담고자 한 것이라 함 조선 세종 14년(1432년)에 지은 뒤로도 여러 차례 고쳐 지었지만 원래 모습을 잘 보존하고 있음 - 별당 안에 우물터와 정자가 있음",무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한밭종합운동장,"한밭종합운동장에는 주 경기장(축구장), 실내체육관, 수영장, 정구장, 육상보조경기장, 게이트볼장이 있다. 주 경기장은 수용인원 2만 6천여 명이 입장 가능한 시설로 천연잔디 축구장과 400m 트랙 8 레인으로 구성된 제1종 육상경기장이며, 전국 종별 육상선수권 대회를 비롯한 축구경기를 개최하여 많은 시민들이 즐겨 찾는 시민체육공원이다. 그 외 충무체육관, 한밭체육관 등 실내체육관이 있어 배구, 농구, 배드민턴 등 실내 체육경기와 체육대회 홍보행사 등에 많이 이용되고 있다.",,http://www.djsiseol.or.kr,대전광역시 중구 대종로 373,※ 시설별 상이하므로 홈페이지 참고,※ 시설별 상이하므로 홈페이지 참고,"가능
요금 (무료)",,※ 시설별 상이하므로 홈페이지 참고,있음,,,,출입구까지 경사로 및 엘리베이터가 있어 휠체어 접근 가능함,주출입구는 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음,,엘리베이터 있음,,"운동장 필드까지 경사로 있음,장애인 자원봉사단 사무실 있음",,,,주 경기장 / 체육관 / 수영장 / 정구장 등,,장애인 전용 관람석 있음(엘리베이터 및 경사로 접근가능),,,,,,,,,,,,,"점자블록 있음(화장실,엘리베이터)",,,,,,,,
대전 갈마도서관,"갈마도서관은 대전광역시 서구에서 운영하는 공공 도서관으로, 대전광역시 서구 갈마동에 위치한다.
이 도서관은 1994년 6월 1일에 개관하여 지역주민에게 정보의 이용, 문화활동, 독서활동 및 평생교육 등을 위하여 노력하고 있다. 특히 지식정보화 시대를 맞아 영, 유아부터 노인층에 이르기까지 주민이 편리하게 이용할 수 있도록 쾌적한 독서환경을 조성하고자 한다. 그리고 양질의 정보서비스 제공을 위한 자료의 확보, 정보취약 계층을 위한 도서관 서비스 확대, 지역주민 문화 활동 공간으로써 이용자 중심의 도서관을 만들고 있다.
신갈마로를 통해 접근할 수 있으며 대중교통은 대전 시내버스 119번, 312번, 617번을 이용할 수 있다.",,http://www.seogu.go.kr/learning/galmalib/index.do,대전광역시 서구 신갈마로127번길 138 (갈마동),"3월~10월 : 07:00~22:00
11월~2월 : 08:00~22:00",월요일/일요일을 제외한 공휴일,"가능(소형 약 20대 주차가능)
요금(무료)",,무료,장애인 전용 화장실 있음,이곳을 찾아 놀러가기에는 애매하긴한데 kt인재개발원 갈일이 있거나 인근에 볼일있어서 갈일있다면 중간에 들러서 책을 읽으면서 쉬는타임 가지기에 참 좋은곳입니다.,,,출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 전용 주차구역 있음(1대)_무장애 편의시설,"부지면적 1,488㎡ / 건물면적 2,706㎡",엘리베이터는 없으나 장애인리프트 있음(3층건물),,,,,,,,,,,,,,,,,,,,,점자블록 있음(주출입구 계단)_시각장애인 편의시설,,,,,,,"어린이전용실,임산부실 있음","- 도서관체험학습 : 영유아 대상
- 독서문화프로그램 : 북스타트, 어린이독서회, 성인문화강좌, 시니어 영어
- 도서관 주간(4월)
- 독서의 달(9월)"
대전예술의전당,"대전문화예술의전당은 대전광역시의 대표적인 종합공연장으로, 만년동 둔산대공원 내에 자리 잡고 있다.아트홀은 1,546석의 객석, 300여 명이 동시에 출연할 수 있는 무대, 120여 명의 단원을 수용할 수 있는 오케스트라피트(박스)를 갖춘 공연장으로, 오페라·발레·뮤지컬 등의 대형 공연을 연다.앙상블홀은 연극·무용·실내악·독주회 등을 여는 공연장으로, 643석의 객석과 150여 명이 동시에 출연할 수 있는 무대를 보유하고 있으며, 컨벤션홀은 국제회의와 각종 세미나를 개최하고 연회장으로도 활용할 수 있는 공간으로, 4개 국어 동시 통역과 녹음 기능을 갖추고 있으며 수용인원은 약 100명이다.
그밖에 연습공간(대연습실 9실·임대연습실 12실·기타연습실 8실)과 분장실(개인분장실 10실·단체분장실 18실), 유아 및 어린이를 동반한 관객을 위해 무료로 운영하는 어린이놀이방, 매표소, 물품보관소, 스낵코너를 갖춘 로비, 차량 632대를 주차할 수 있는 주차장, 화장실, 샤워실 등의 부대시설이 있으며, 야외에는 1,000여 석의 좌석을 갖춘 원형극장이 있다.대전문화예술의전당에 상주하고 있는 예술단체는 대전시립합창단·대전시립교향악단·대전시립무용단·대전시립청소년합창단이다.",,https://www.daejeon.go.kr/djac/index.do,대전광역시 서구 둔산대로 135 (만년동),공연마다 다름,,가능,무료,공연마다 다름,,"고흐 전시회를 보러 예술의전당을 들렀는데, 미술관, 예당 등의 규모가 엄청나서 놀랐습니다. 고흐전시회는 정말 감동이었고, 오는 길에 들른 성심당도 좋았습니다. 바가지 없이 가성비가 좋은 빵집이네요. 대전예술의전당 규모가 생각보다 크더라고요 전에 우연히 오페라 공연을 봤는데 내부도 깨끗하고 무대와 관객석 거리도 적당해서 만족스러웠습니다. 대전예술의전당에서 공연 한번 꼭 보시는 걸 추천합니다 대전 내에서 교향곡이나 재즈듣기에 이만한 곳이 없어요",,,,,,부지면적 약 10만㎡ / 건물총면적 4만 774㎡,,,,,,,,,,,,,,"아트홀(1,546석), 앙상블홀(643석), 원형극장(1,000여 명), 컨벤션홀(90여 명)",,,,,,,,,,,,,,,,
대전유성도서관,"유성도서관은 1994년 7월에 개관한 공공도서관으로서 누구나 균등한 기회로 지식과 정보를 제공하는 지역주민들의 정보문화 사랑방이다.
이 도서관은 양질의 정보.문화.교육서비스를 제공하고자 함이 목표이다. 유성도서관은 빠르게 변화하는 디지털시대에 대응하고 휴식을 통한 에너지 충전의 장을 마련하였다. 그리고 정보.문화의 공유를 통한 지역공동체 의식을 높이고 책 읽는 유성을 만들기 위해 노력하고 있다. 현재 다양한 독서진흥 프로그램과 공연문화행사 등을 진행하고 있으며 지역주민과 함께 꿈을 키우고 일상의 행복을 나누는 곳임을 알리기 위해 책과 관련된 연구모임 및 시민단체를 지원하고 있다. 또한 정보, 문화 커뮤니티의 구심점으로서 역할을 하고 있으며 지역내 공공기관간의 상호 협조 하에 제휴 마케팅을 통한 프로그램 운영으로 상생효과를 창출하고 있다.
유성도서관은 대덕대로를 통해 접근할 수 있으며 대중교통은 대전 시내버스 301번, 318번, 606번, 918번, 유성구 마을버스 5번을 이용할 수 있다. 주변에는 신세계 아트앤사이언스, 국립중앙과학관 등의 관광지가 있다.",,https://lib.yuseong.go.kr,대전광역시 유성구 대덕대로 507-38 (가정동),"[본관 열람실]
08:00~22:00
[본관 종합자료실]
화~금 : 09:00~22:00
토~일 : 09:00~18:00
[본관 어린이실]
화~일 : 09:00~18:00
[엑스포분관 자료실]
화~토 : 09:00~18:00",매주 월요일/국경일/법정 공휴일/도서관 사정으로 휴관하는 날,"가능(27대)
요금(무료)",,무료,장애인 전용 화장실 있음(1층),,,,출입구까지 경사로가 설치되어 있음(휠체어표지판),주출입구는 경사로가 있어 휠체어 접근 가능함(수동문),장애인 주차장 있음_무장애 편의시설,"대지 29,063㎡, 연면적 2,465.82㎡",장애인용 엘리베이터 있음,,,,,,,"점자안내판 있음(주출입구,음성안내기능)",,,,,,,,,,,,,,점자블록 있음(주요시설 앞)_시각장애인 편의시설,,,,,,점자손잡이 있음(경사로손잡이),유아방 있음,"초등 독서동아리 운영
북스타트 사업 진행
행복한 문화학교"
유성온천지구,"유성온천지구는 대전 원도심에서 서쪽으로 약 11km가량 떨어진 유성구의 중심을 이루고 있는 대단위 온천관광타운이다. 우리나라 116개의 온천지구 가운데 가장 오래된 역사와 부존량, 사용량에서 전국 최대 규모를 자랑하고 있다. 유성의 온천수는 50~400m로 구성된 화강암 단층 파쇄대에서 생성된 물로 지하 200m 이하에서 분출되는 27~56℃ 정도의 고온 열천이다. 온천수에는 약 60여 종의 각종 성분이 함유되어 있으며, 산성도(pH) 7.5∼8.5의 약알카리성 단순천이다. 특히 실리카 (SiO2) 성분의 함량이 40mg/L이상이어서 실리카온천으로 명성을 떨치고 있다.",,https://www.yuseong.go.kr/tour,대전광역시 유성구 봉명동 574 일대,07:00~22:00,연중무휴,불가능,,,있음,"12월 첫째 주 크리스마스 축제 놓치지 마세요. 회전목마가 옵니다. 천원의 행복으로 아이들에게 재미도 주고 추억을 사진으로 남길 수 있어요. 다양한 체험부스도 있고 공연도 다채로워요. 추운 겨울 앉아서 뜨거운 물에 발 담그면 천국입니다. 겨울에 꼭 와 보십시오! 주차가 불편하니 대중교통 추천합니다. 유성온천축제가 열리는 중심가로 항상 사람들이 북적거려요 차는 가지고 오시면 헬을 경험하실겁니다 대전 유성구의 중심을 이루고 있는 온천지구로 가족들과 가기 좋아요 유성온천거리에는 눈을 닮은 하얀 꽃잎이 아름다운 이팝나무가 가로수로 많이 심어져 있고, 눈꽃거리가 조성되어 매우 아름답습니다 추천합니다  인근에 학교가 가까이 있어서인지 놀곳도 숙소도 많습니다. 여름에 한산하니 오히려 온천 즐기기엔 좋습니다 야외에 무료로 족욕이 가능한 온천족욕장이 있습니다. 오며가며 발 한번 담궈보시는 것도 좋아요! 생각보다 잘 해놨어요. (위에 사진에도 있네용) 유성온천 유명한곳이죠",무료,,,,,,,,,,,,,,,,,,,,"족욕체험장, 한방족욕장 등",,,,,,,,,,,,,,,족욕체험
