place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,지정현황,화장실,이용가능시설,이용요금,규모,접근로,출입통로,장애인 주차 안내,엘리베이터,휠체어,수유실,유모차,관람석,주차 요금,주차요금,지체장애 기타 상세,점자 홍보물,오디오 가이드,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,시설이용료,체험가능 연령,판매 품목,대중 교통,주요시설,시각장애 기타상세,청각 장애 기타상세,개장기간,부대시설,수용인원,할인 정보,보유장비,대여안내,객실,강습안내,입점브랜드,보조견 동반,안내 요원,스포츠 시설 여부,점자 블록,유도안내 설비,바비큐장여부,세미나실 여부,영업시간,대표메뉴,취급메뉴,코스안내,매표소,이용 시기,청각장애 기타상세,보조견동반,영유아가족 기타상세,체험
대흥동헌,"동헌(東軒)이란 고을의 수령(守令)이 정무를 집행하던 건물을 말하는데, 생활처소인 내아(內衙, 서헌이라고도 함)와 구분되어 보통 그 동편에 위치하였기 때문에 동헌이라 불리게 되었으며 수령이 주재하는 관청(官廳)의 본 건물이다. 대흥동헌은 정면 6칸(14.4m), 측면 2칸(4.8m), 처마높이 3.3m의 홑처마 팔작지붕의 목조 기와집이다. 대흥면 동헌은 조선후기의 건축양식인데 상량문에 영락(永樂) 5년(1407년)에 지었다는 기록이 있어 대흥향교(1405년)와 함께 ‘조선 태종’ 때에 지어진 것으로 생각되나, 강희(康熙) 42년(1703년)에 중수하였다는 기록이 있어 ‘조선 숙종’ 때에 대흥이 군으로 승격될 당시 중수 하였을 것으로 추측된다. 현재의 동헌 건물은 일제의 강점 후 대흥면이 예산군에 통합되면서 동헌 건물을 대흥면사무소로 개조하여 해방 후까지 사용하다가 대흥면사무소를 현 위치로 신축하면서 1979년에 해체 복원되었다.",,https://www.heritage.go.kr/,충청남도 예산군 대흥면 동서리,상시 개방,연중무휴,,무료,태실이 이곳에? 역시 예산!!,충청남도 유형문화유산 예산대흥동헌및아문 (2003.10.30. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해미향교,"향교는 공자와 여러 성현께 제사를 지내고 지방민의 교육과 교화를 위해 나라에서 세운 교육기관이다. 해미향교는 조선 태종 7년(1407)에 정해현(貞海縣)과 여미현(如美縣)이 해미현(海美縣)으로 합쳐지면서 세웠다. 그 뒤 조선 헌종 10년(1844)에 고쳐 지었고, 1924년에 보수를 하였다. 제사를 지내는 공간인 대성전 안쪽에는 공자를 비롯한 중국 유학자 9명과 우리나라 성현 18명 등 27명의 위패를 모시고 있다. 주변에는 해미읍성, 해미순교성지(여숫골) 등이 있다.",,https://www.seosan.go.kr,충청남도 서산시 해미면 해미향교길 2-13,상시 개방,연중무휴,가능,,,충청남도 기념물 해미향교 (1997.12.23 지정),있음(남녀 구분),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍성 속동갯벌마을,"예로부터 천수만은 갯벌이 발달하여 있고, 서해안의 고기들의 산란장소로 생태환경의 보고였으나 무분별한 개발로 인하여 생태자연이 보존된 지역이 사라져 가고 있으나, 갯벌체험마을은 다양한 수산자원을 보유하고 있다. 속동갯벌마을은 서해안의 보고인 천수만에 위치한 농어촌마을로 바닷가에 위치하고 있으면서 갯벌체험을 2004년도부터 실시하여 지속적으로 활성화되고 있으며, 홍성 8경 중에 하나인 마을의 갯벌과 속동 전망대에는 외지에서 관광객들이 많이 방문하고 있다. 2005년도 서해안 임해관광도로의 개설로 그동안 오지였던 마을이 관광객, 체험객이 찾아오는 마을이 되었으며, 마을관광객의 증대를 위하여 봄에는 유채꽃단지 조성, 가을에는 코스모스 단지를 조성하였으며 홍성 8경 중에 하나인 마을의 갯벌과 속동 전망대에서 바라보는 낙조는 많은 관광객들의 발길을 머물게 한다.",,https://www.hongseong.go.kr/,충청남도 홍성군 서부면 남당항로 689,상시 개방,연중무휴,가능,무료,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,바지락 캐기
아산 대통령마을(농촌전통테마),"충남 아산 대통령마을은 대한민국의 역사와 문화를 체험할 수 있는 특별한 장소이다. 또한, 아름다운 자연경관과 함께 전통적인 한국의 마을 풍경을 감상할 수 있는 곳이다. 가족 단위의 관광객뿐만 아니라 역사에 관심 있는 이들에게도 매력적인 명소로 알려져 있다. 아산 대통령마을은 교육적 가치와 함께 여유로운 휴식을 제공하는 공간으로, 많은 이들에게 사랑받고 있다.",,https://tour.chungnam.go.kr/,충청남도 아산시 음봉면 충무로604번길 106-20,상시 개방,연중무휴,가능,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,놀이체험 / 먹거리체험
서산 유기방가옥,"1900년대 초에 건립되었으며, 면적은 4,770㎡이다. 일제 강점기의 가옥이며, 향토사적, 건축학적으로 귀중한 자료로 평가되어 2005년 10월 31일 충청남도 민속문화유산으로 지정되었다. 유기방 가옥은 송림이 우거진 낮은 야산을 배경으로 남향하여 자리하고 있다. 북으로 ㅡ자형의 안채와 서측의 행랑채, 동측에는 안채와의 사잇담과 근래에 지은 주택이 안마당을 형성하고 있다. 원래 안채 앞에 중문채가 있던 것을 1988년에 헐어내고 현재와 같이 누각형 대문채를 건립하였다.",,http://유기방가옥.gajagaja.co.kr/,충청남도 서산시 운산면 이문안길 72-10 (운산면),08:00~17:00,연중무휴,가능,"[평일]
- 성인 8,000원
- 청소년, 군인 7,000원
[주말, 공휴일]
- 성인 9,000원
- 청소년, 군인 8,000원
※ 무료
- 36개월 미만 영유아 / 수당, 여미리 지역주민 / 단체 인솔자 1인 등",수선화가 넘예쁜 서산 유기방가옥. 고택의 아름다움과 너무 잘 어울려 감탄이 절로 나오네요. 노오란 수선화가 너무 예뻐요. 지난해는 수선화를 많이 못 봐서 서운했는데 올해는 잘 다녀왔어요. 주말이라 사람도 많았지만 먹거리도 있고 살거리도 있어서 더 좋았어요. 수선화들이 엄청 예쁘게 피어있는 유기방가옥을 다녀왔어요! 전통의 느낌이 살아있는 한옥과 노란 수선화 잘 어우러져 멋진 포토스팟이 많아서 즐거웠어요! 매년 3월 말부터 4월달까지 즐길 수 있다고 하니 매년 꼭 들려서 수선화 풍경을 즐겨야겠어요. 봄마다 노란 수선화가 아름다운 유기방가옥 정말 인기가 많아요 주말에는 사람이 엄청 많으니 평일이나 오전 일찍 방문하는걸 추천해요 한가할때 유기방가옥에서 수선화와 함께 인생 사진도 찍을 수 있어요 수선화축제 갔다왔어요 바람에 살랑거리는 수선화가 너무 예뻐요 입장료가 좀 비싼 느낌이 있지만 한번쯤은 가볼만합니다 사람이 많아서 사진 찍기가 힘들어서 평일에 가면 좋겠어요 산속 가득한 수선화가 너무 힐링되는 장소였어요! 평생볼 수선화 한번에 디본듯요😊😊 어제 야유회로 다녀왔는데 넓고 가옥과 수선화의 조합이 너무나 아름다웠어요. 수선화가 만개한 4월의 유기방가옥이에요. 샛노란 수선화가 정말 예뻤고 다소 입장료가 비싸진 하지만 이 넓은 곳을 관리하는데 그만큼 비용이 필요할 것도 같지만 그래도 조금 더 저렴하면 좋겠어요ㅋㅋㅋㅋㅋ 근데 사진 찍기 정말 예쁘고 ! 유기방 가옥과 수선화가 잘 어우러져서 한적할 때 산책하면 정말 좋을 것 같은 곳이었어요 수선화가 유명하다는 유기방가옥. 축제기간이라 지역특산물도 판매해서. 달래와 민들레구입. 미스터선샤인 촬영지.입장료가 다소비싼생각. 어제 일요일 서산 여행지인 유기방 가옥을 갔다. 일요일이라 사람도 차도 많아 근처 주차장에 세우고 걸어 가는 사람이 많았는데 나는 다행이 입구에 세우고 들어 갔는데..개화율은 약 60% 정도...가옥 뒤는 햇빛을 받어 만개되어 줄서며 사진을 찍었다. 제대로 수선화 구경을 갔다왔다. 4.12경 담주말이면 만개되어 더 좋을듯 하다.,충청남도 민속문화유산 서산유기방가옥 (2005.10.31. 지정),있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,유기방가옥 주변 솔밭길 탐방 / 동물먹이주기 체험 / 전통민속놀이 등
공주문예회관,"공주문예회관은 공주시가 1990년 건립한 문화시설로 2021년부터 (재)공주문화관광재단이 위탁운영을 맡고 있다. 공주 유일의 공립 공연장으로 지역 문화 예술인들의 작품 발표 공간을 확보하고, 시민의 일상에 예술을 불어넣는 것을 목적으로 운영한다. 문예회관 내 시설로는 629석 규모의 대공연장과 106석의 소공연장, 게스트룸, 어린이방 등이 있다. 특히 대공연장은 뮤지컬, 연극, 무용, 음악회 등 다양한 공연이 열리며 지역문화예술의 발전을 이끌고 있다. 주변에 공주시민운동장, 공주 무령왕릉, 충청남도 공주의료원 등이 있어 찾아가기 쉽다.",,https://www.gongjuacc.or.kr/,충청남도 공주시 고마나루길 5 (웅진동),공연에 따라 상이,연중무휴,가능,,대무대 공연 보기에 나쁘지 않아요. 바닥 열리고 돌아가는 무대 구현도 되고요. 근처에 국립공주박물관도 있어서 공연 있을 때 예매하고 같이 둘러봐도 좋습니다. 관람료도 저렴하고 주차공간도 넓습니다.,,장애인 전용 화장실 있음,,공연에 따라 상이,,출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 설치되어 있음,장애인 전용 주차구역 있음(8대)_무장애 편의시설,,,,,"장애인 전용 관람석 있음(4석,1층 대공연장)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,점자블록 있음(주요시설 연결됨)_시각장애인 편의시설,,,,,,,,,,,,,
학림사(공주),"학림사 충남 공주시 반포면 학봉리 계룡산 자락에 위치한 사찰이다. 예전에는 제석사(帝釋寺)라는 고찰이 있었는데 임진왜란이 당시 소실된 것으로 학봉리 마을에 구전(口傳)으로 전해져 내려오고 있다. 학림사는 1986년 8월 조계종 전 종정이셨던 고암(古庵) 대종사님을 증명으로, 법제자이신 학산 대원스님에 의하여 재창건(再創建)하였다. 주변에 맑은 청룡계곡이 흐르는 청정한 이곳은 템플스테이 명소로 알려져 있어 매년 많은 관광객들이 찾는다.",,http://www.haklimsa.org/,충청남도 공주시 반포면 제석골길 67,상시 개방,연중무휴,가능 (소형 30대),무료 / 템플스테이 체험료 별도,,,있음(남녀 구분),,,,,,,,,,,,,,,,,,,,,,,,,,미취학아동 보호자 동반아래 가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,템플스테이
한국문화연수원,"한국문화연수원은 대한불교조계종에서 운영하는 교육 및 연수시설로 2008년 개원했다. 전통과 현대의 조화가 있고 역사와 자연이 함께 숨 쉬는 공간이자 숲이 우거진 태화산과 마곡천 사이의 명당에 위치해 있다. 이곳은 삼재팔란이 피해 간다는 전국 10승지 중 하나이며 명당 중의 명당이다. 각종 교육과 전통 프로그램을 체계적으로 진행하고 있으며, 한국적인 마당을 품에 안은 숙박시설 6개를 갖추고 있다. 시설을 사용하는 고객에게 친환경 식재료로 조리한 건강식을 제공하며 교육과 치유를 동시에 경험할 수 있다. 대표 체험 프로그램은 템플스테이이고 힐링과 명상, 기관의 교육연수 등을 위해 연간 5만 명 이상이 찾는다.",,http://www.budcc.com/main.php,충청남도 공주시 사곡면 마곡사로 1065 (사곡면),09:00~18:00,연중무휴,가능,,"마곡천과 소나무들이 많은 산 가운데 있어서 편안하고 힐링됩니다:) 식사도 맛있고, 숙소도 깔끔하고 2인이 자기에 좋습니다. 프로그램들도 알차서 잘 쉬다 갑니다~ 아직 벚꽃이 만개하지는 않았지만 소나무에 둘러싸인 여유로운 공간과 분위기는 잠시 멈추어 마음을 비우기에 더할나위 없네요 단독펜션의 느낌을 느낄 수 있는 잘 정비된 숙소와 사찰 문화를 느낄 수 있는 좋은 장소입니다.",,있음(남녀 구분),교육시설/숙박시설/편의시설,,,,,,,,,,,,,,,,,,,,,,,,체험에 따라 상이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보덕사(예산),"예산에 위치한 보덕사는 흥선대원군이 현 남연군묘 자리에 가야사라는 절이 있었고, 이 절의 중심이자 금탑이 있던 자리가 이대천자지(二代天子地)라 하여 2대에 걸쳐 왕이 나오는 명당자리라는 풍수설에 현혹되어 마곡사의 두 스님을 시켜 가야사를 불사르게 했다. 이후 고려 때 나옹화상이 건립한 금탑을 허물고 부친의 묘를 경기도 연천땅 남송정에서 이장했다. 가야사를 불태워 버린 죄책감에 사로잡혔던 대원군도 그의 아들인 조선 26대 고종왕이 즉위하자 가야사를 승계하여 1871년(고종 8년) 불살라버린 가야사의 동쪽 산중턱 서운산 남쪽기슭에 새 절을 창건하였는데 이 절은 부처님께 속죄한다는 뜻으로 보덕사라 명하였다.
보덕사에는 충청남도 유형문화유산인 보덕사극락전과 충청남도 문화유산자료인 보덕사석등이 있다. 극락전은 전면 3칸, 측면 2칸의 굴도리, 이익 공의 5량 집으로 맞배지붕 겹처마로 되어 있다. 극락전을 중심으로 좌측에 2층으로 된 서별당, 정면에 주지실, 주시사 우측으로 동별당이 있으며, 그 우측에 연못이 있다. 석등은 높이가 1.2m인 8 각형 석등으로 화강암으로 되어 있으며 한 면 걸러 있고 창이 뚫리지 않은 면에는 사천왕상이 조각되어 있다.",,https://www.yesan.go.kr/,충청남도 예산군 덕산면 가야산로 400-74,상시 개방,연중무휴,가능,,아름다운 사찰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
향천사(예산),"향천사는 예산시가지 서쪽 인근 금오산 골짜기에 위치한 사찰로 시가지와 가까우면서도 휴식처 역할을 하는 사찰이다. 이 사찰은 652년(백제 의자왕 12)에 창건되었다고 전해지는 유서깊은 사찰이다. 창건 설화에 의하면 향기로운 냄새가 흘러나오는 샘물에서 금까마귀가 물을 마시고 있기에 그 이름을 [향천]이라 하였고, 의각대사가 샘물 자리에 절을 짓고 향천사라 명명했다고 한다. 사찰이 위치한 금오산 역시 금까마귀에서 그 이름이 유래되었다.

경내에는 극락전을 중심으로 나한전, 동선당 등이 있고, 이와 별도로 천불전을 중심으로 한 경역이 조성되어 있다. 봄에는 백일홍이 붉게 핀 천불전이 아름다우며, 가을에는 단풍이 향천사 일대를 붉게 물들인다. 또한 충청남도 문화재자료로 지정된 천불전, 구층석탑, 부도와 국가등록문화재로 지정된 괘불도 및 오여래, 사보살, 팔금강 등의 문화재를 소장하고 있다. 주변에는 금오산 외에 안락산(425m), 예산향교, 예산시장, 예산 국밥거리 등이 있어 연계하여 관광할 수 있다.",,https://www.yesan.go.kr,충청남도 예산군 예산읍 향천사로 117-20 (예산읍),일출시~일몰시,연중무휴,가능(소형 40대/ 대형 10대),무료,배롱나무가 예쁘다하여 찾아갔지만 때가 조금 늦어 아쉬웠지만 아늑한 절집이 마음을 푸근하게 하고 오래된 아름드리 나무와 귀한 백송 등 을 볼수 있어 좋았어요 도심과 가까고 조용하고 산책하기도 좋아요. 읍에서도 가깝고 조용하고 아름다운사찰,,있음(남녀 구분),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도교육청학생교육문화원,"충남학생문화예술교육의 중심으로 자리매김한 충청남도교육청학생교육문화원은 지식정보화 사회를 넘어 문화를 이끌어 갈 창의성과 감수성이 풍부한 스마트 인재육성을 위해 다양한 예술체험교육과 문화지식 정보를 제공하고 있다. 내부는 소공연장, 대공연장, 전시실로 총 3층으로 이루어져 있고 음악, 미술, 무용, 연극 등 다양한 활동을 할 수 있는 예술 공간과 자료실, 열람실의 독서문화 공간을 갖추고 있다. 천안 시민들이 다양한 문화생활을 할 수 있도록 지원하는 곳이다.",,https://chsl.cne.go.kr/index.do,충청남도 천안시 동남구 옛농고1길 41 (원성동),※시설별 상이하므로 홈페이지 참고,매주 일요일 / 법정 공휴일,"가능
요금 (무료)",,,,장애인 화장실 있음,,※시설별 상이하므로 홈페이지 참고,,,출입구 경사로,장애인 전용주차구역 있음_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴정서원,"휴정서원은 숙종 25년(1699)에 연산에 건립되었으며, 유무를 주향으로 하고 유문원, 이항길, 김정망, 권수 등 4인을 추배 하였다. 고종 8년(1871) 전국적인 서원 훼철령으로 철폐되었고, 1919년에 다시 복원되었다. 그 후 탑정저수지가 완공되면서 서원이 수몰되자 1944년 현재의 위치에 단소를 설치하였다가 1984년 사우를 복원하였으며, 1985년 구봉 송익필을 주향으로 하고 김공휘, 김호, 이항길, 유무, 김상연, 김진일, 김우택 등 8위의 위패를 봉안했다.",,https://www.nonsan.go.kr/tour/,충청남도 논산시 부적면 신풍길 87,상시 개방,연중무휴,가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송불암(논산),"송불암(논산)은 충남 논산시 동부 연산면 소재지 근처에 자리한 작은 태고종 사찰이다. 이곳은 소나무와 불상이 묘한 조화를 이루며 어우러지는 곳이다. 송불암이라는 명칭은 미륵불 바로 옆의 노송이 불상과 조화를 이루며 지붕처럼 퍼져 있다고 해서 붙여진 이름이다. 송불암이 위치한 자리에는 본래 고려시대부터 석불사라는 사찰이 있었으나 임진왜란 때 불타 없어졌다고 한다. 이후 1946년에 송불암으로 재건되었다. 이곳의 미륵불 불상은 고려 후기 내지는 조선 전기에 만들어진 것으로 추정된다. 특히 양쪽 어깨에 걸치고 있는 옷은 가슴 부분에서 U자형을 이루었고, 옷자락의 주름은 얕은 선으로 조각하여 발목까지 내려왔다. 왼손은 가슴에 대고 있으며, 오른손은 몸의 측면에 붙이고 있다. 이러한 미적, 역사적 가치를 인정받아 1984년에 충청남도 문화재자료로 지정되었다.
송불암(논산)은 국도 1, 4호선과 지방도 697호선에서 황룡재로를 통해 방문할 수 있으며, 고속도로는 호남고속도로 지선 양촌하이패스 IC와 논산천안고속도로 서논산 IC가 가깝다. 주변에는 연산역, 연산시장, 온빛자연휴양림, 계룡시 등이 있다.",,https://nonsan.go.kr,충청남도 논산시 연산면 황룡재로 92-18 (연산면),상시 개방,연중무휴,가능 (소형 10대),,,충청남도 문화유산자료 송불암 미륵불 (1984.05.17 지정),있음(남녀 구분),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웅도,"웅도는 행정자치부, 한국관광공사, 도서문화연구원 등에서 뽑은 ‘휴가철 찾아가고 싶은 33섬’으로 2016년과 2017년 2년 연속 선정된 바가 있다. 해안선 길이 5㎞의 드넓고 오염되지 않은 신선한 갯벌이 관광객들로부터 각광을 받기 시작했다. 물이 빠지는 간조시에는 바닥이 드러나 육지가 되는 장관이 펼쳐지고, 사람들은 걸어서 또는 자동차를 이용해 웅도에 갈 수 있다. 전형적인 어촌마을로, 아직도 훈훈하고 넉넉한 인심을 간직한 곳이기도 하다.
웅도는 섬의 모양이 웅크리고 있는 곰과 같이 생겼다 해서 ‘웅도’ 또는 ‘곰섬’이라 불리고 있다. 가로림만 내해의 정중앙에 자리하고 있으면서 대산읍의 7개 도서 중 유일한 유인도서이다. 웅도마을은 조수간만의 차에 따라 육지와 연결된 마을이 되기도, 섬마을이 되기도 하여 시간에 따라 다양한 경관을 자랑하고 있다. 세계 5대 갯벌 중 하나인 가로림만을 중심으로 형성되어 있어 생태자원도 풍부하다. 웅도의 특산물로는 낙지, 바지락, 굴, 김 등이 있는데 6월 말에서 7월 초에 잡히는 낙지는 연하고 맛이 좋으며 바지락은 쌀뜨물 같이 희고 맛이 시원하며 해장국 감으로 으뜸이다.",,https://www.seosan.go.kr/tour/,충청남도 서산시 대산읍 웅도리,"상시 개방
※ 단, 출입시 물때 확인 필요",연중무휴,가능,,한적하면서 광활한 갯벌뷰를 보며 산책할 수 있는 웅도는 매력적인 섬입니다 물때 확인하고 섬으로 들어가실 수 있는데요 지금은 잠수교를 철거하고 연륙교 공사중인데 향후에는 언제든지 섬으로 출입 가능 할것 같아요 데크길 따라 산책할 수 있는 구간이 있어서 조용하게 섬 주변을 걸으며 힐링 할 수 있습니다 웅도에 도착하니 안개비가 내린다 고요한 마을전경을 보며 신비감에 젖어본다 잠수교에서 사진찍으려고 다녀왔는데 생각보다 매력적인 곳이었어요 :) 다리 없어지기 전에 방문해서 인생샷 남기고 섬이 크지 않으니 웅도 한바퀴 드라이브하고 오기 좋습니다. 서산에 이런 곰섬이 있는지 몰랐네 올 여름휴가때 꼭 가봐야 겠네요~~ 바다와 함께하는 여행은 언제나 즐겁죠~ 인스타에서 보기만했는데 가보고싶어요 어릴때도 갔었던곳 커서 가니 새로웠어요 신비롭고 풍경이 좋아 절로 힐링됐네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부여 세탑리오층석탑,"고려시대의 석탑으로 백제탑의 양식에 따라 2층 이상의 탑신(塔身)이 1층에 비해 높이가 급격히 낮아진다. 높이 2.2m이다. 탑이 서 있는 터 주변에는 청량사라는 절이 있었다고 하며, 곳곳에 절을 이루는 건물에 쓰였던 돌과 기와조각이 흩어져 있다. 탑의 둘레에 높이 1m 가량의 석축을 쌓아 기단부(基壇部)는 거의 보이지 않아 맨윗돌만 드러나 있고, 그 위에 5층의 탑신(塔身)이 올려져 있다. 탑신의 각층 몸돌은 모서리마다 기둥모양을 새겼다.지붕돌은 밑면의 받침이 3단씩이고, 네 귀퉁이는 약간 들려 있다.
꼭대기에는 노반(露盤:머리 장식 받침)과 복발(覆鉢:엎어놓은 그릇모양의 장식)만이 남아 머리장식을 하고 있는데, 후대에 만들어 보충한 것이다. 위로 오를수록 탑신의 몸돌 높이를 낮게 하고 지붕돌의 너비는 조금씩 줄어들어 안정된 모습을 보인다. 고려시대에 만들어진 것으로 추정된다. 오층석탑은 고려시대의 석탑으로 기단부가 땅에 묻혀 있는데, 지붕돌이 두껍고, 낙수면의 경사가 급하다. 지붕돌의 폭에 별다른 변화가 없어 좁고 긴 일직선 모양을 하고 있다. 1층 몸쳇돌에 비해 2층부터 그 높이가 점차 줄어드는 점 등은 부여 정림사탑을 많이 닮았다. 주변에 고려시대 기와의 특징인 어골무늬를 가진 기와 조각이 흩어져 있다. 조선시대의 연호인(順治)라는 명문이 새겨진 기와도 발견되어 조선시대까지 절이 있었던 듯하다.",,https://www.heritage.go.kr,충청남도 부여군 초촌면 세탑리 312-1,상시 개방,연중무휴,가능,무료,저는 경상도 사람이어서 백제 문화를 보면 새삼 놀랄 때가 많아요. 부여 세탑리오층석탑 등 문화재가 어찌 그리 섬세하고 단아하고 세련됐는지 몰라요. 신라나 가야 문화는 뭔가 사나이 같은 투박함이 느껴진다면 백제 문화는 여성스러운 부드러움이 느껴져요.,충청남도 유형문화유산 부여세탑리오층석탑 (1973.12.26. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청양 은골구기자마을,"청양군의 북서쪽에 위치한 은골 구기자마을은 비옥한 옥토와 청정 환경에서 자란 고추, 구기자, 밤, 표고버섯과 각종 산나물 그리고 구기자한과, 구기자순 채취 등의 체험거리로 운영되고 있다. 또한, 마을 상류 저수지를 활용해 100여 명이 사용가능한 수영장과 정자, 농구대, 벤치, 족구장 등의 시설이 있다.마을 입구에 흐르는 개천의 수질을 개선해 붕어, 메기, 빠가사리, 산천어 등 물고기잡기 체험과 시골의 향수 가재잡이 체험도 함께한다. 고추 구기자 축제 참가, 김장담그기, 농특산물 판매행사 등 다양한 프로그램을 운영하고 있다.",,www.cheongyang.go.kr,충청남도 청양군 비봉면 은골길 119,상시 개방,연중무휴,가능,,청양 은골구기자마을 다녀와봤는데 경치가 너무 좋아요 다양한체험도 할수있게 되어있어서 많은 재미가 있었어요 구기자를 알아보던중 청양이 유명하다고 해서 방문해봤어요 가로등에 빨간 구기자 조형물이 참 귀엽게 달려 있더라고요 구기자 수확철에 방문하면 여기저기서 수확하는 모습을 볼수 있어요 청양이 한과로도 유명한데 구기자한과 꼭 한번 드셔보세요^^ 낡은 노포이지만 순두부찌개가 유명한 곳이 있는데 정말 맛있으니 여행중 들러보시면 좋을것 같아요,,있음,숙박시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"구기자수확하기, 전통음식체험 등
※체험은 현지사정에 따라 변동될 수 있으므로 전화 문의"
태안군문화예술회관,"태안군문화예술회관은 태안군의 전문공연장이다. 군민의 정서적 풍요와 함께 삶의 질 향상에 이바지하기 위해 연중 다양한 문화예술공연을 마련하고 있다. 태안문화예술회관은 해를 거듭할수록 다채롭고 수준 높은 문화예술공연을 기획하여 공연무대에 올리고 있으며 체험, 전시행사 등을 열고 있다. 총 611석의 대공연장과 168석의 소강당, 다양한 작품을 전시할 수 있는 전시실 등으로 구성되어 있다.",,http://www.taean.go.kr,충청남도 태안군 태안읍 백화로 200,공연 및 전시 별 상이,공연 및 전시 별 상이,가능,,,,,,공연 및 전시 별 상이,대공연장 991㎡ / 소강당 172㎡ / 전시실 248㎡,출입구까지 단차가 없어 휠체어 접근 가능함,주출입구는 단차가 없어 휠체어 접근 가능함,"장애인 전용 주차구역 있음(정문 2대,후문 1대)_무장애 편의시설",,,,,"장애인 전용 관람석 있음(대공연장 7석,소강당 2석)",무료,,,,,,,,,,,,,,,,,,,,,,"- 대공연장 611석 (1층 384석(장애인석 7석 포함) / 2층 227석)
- 소강당 168석",,,,,,,,,,"점자블록 있음(접근로,출입구)_시각장애인 편의시설",,,,,,,,,,,,,
이원반도,"이원반도는 태안 북쪽으로 올라가면서 툭 튀어나온 모양을 하고 있는 지형이다. 태안의 땅끝마을로 불리기도 한다. 최북단에 만대포구가 있는데 가로림만을 사이에 두고 건너편에는 서산 벌천포와 마주 보고 있고, 거리가 가까워서 벌천포와 대산산업단지, 독곶리 황금산 등이 보이기도 한다. 이원반도 내에서 가족단위로 찾아가기 좋은 해수욕장은 내리 1구의 사목해수욕장이다. 모래밭의 길이가 1km에 달하며 폭은 100m 정도이다. 대로변에서 700m가량 서쪽 바다로 들어가면 해변이 나타난다. 솔숲동산이 해변 가운데 있고, 그 양편으로 백사장이 뻗어 있다. 화려하진 않아도 인파에 시달리지 않고 조용히 해변 정경을 즐기고 싶은 이들에게 어울리는 곳이다.",,https://tour.chungnam.go.kr/,충청남도 태안군 이원면 내리,상시 개방,,가능,,일몰이 너무 예뻤어요. 해루질도하고 좋은 추억 만들었답니다.,,있음,해수욕장 / 펜션 / 캠핑장 / 만대어촌체험마을 / 음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
