place,info,문의 및 안내,주소,이용시간,휴일,주차,입장료,review,홈페이지,이용요금,화장실,이용가능시설,시설이용료,체험가능 연령,판매 품목,입점브랜드,주차 요금,지정현황,접근로,출입통로,보조견 동반,규모,주차요금,영업시간,대표메뉴,취급메뉴,부대시설,주요시설,이용 시기,휠체어,체험,할인 정보,장애인 주차 안내,엘리베이터,유모차,점자 블록,점자 홍보물,보유장비,대여안내,코스안내,안내 요원,수유실,지체장애 기타 상세,수용인원,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,바비큐장여부,세미나실 여부,객실,뷰티시설여부,노래방 여부,사우나실 여부,대중 교통,관람석,오디오 가이드,매표소,강습안내,수화 안내,시각장애 기타상세,자전거 대여 여부,휘트니스 센터 여부,공용 샤워실 여부,공용 PC실 여부,스포츠 시설 여부,개장기간,영유아가족 기타상세
일출랜드,"새로운 태양이 떠오르는 휴식 공간이라는 일출랜드는 천연용암동굴 미천굴을 중심으로 사계절 제주토종식물과 꽃의 축제가 열리는 제주의 자연, 생태, 문화체험이 가능한 웰니스 관광지이다. 귤따기체험, 동백족욕체험, 자연염색체험 등의 다양한 체험 프로그램과 마이스(MICE) 연계 관광상품을 운영 중이며, 반려동물 동반이 가능한 휴식공간이다. 특히 제주 용암동굴 미천굴 관람 후 동백족욕체험은 여행의 피로를 풀고 힐링하는 시간이 될 것이다.",,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,"09:00~17:00
※ 일몰 1시간 전까지 입장 가능하므로 전화문의 요망",연중무휴,가능,"[개인]
- 성인, 대학생 12,000원
- 청소년 8,000원
- 어린이 7,000원
- 경로 10,000원
[단체 (30인 이상)]
- 성인, 대학생 10,000원
- 청소년 6,000원
- 어린이 5,000원
- 경로 9,000원
※ 자세한 사항은 전화문의 요망","덥고 습해 산책하기 다소 힘든 날씨였지만 자연의 아름다움을 담고 있는 일출랜드는 잊고 지냈던 자연의 신비를 다시금 일깨워 주는 곳이였어요. 날씨 좋은 계절, 싸목싸목 둘러 보기 좋은 일출랜드입니다.",http://www.ilchulland.com,,장애인 화장실 있음,용암동굴 미천굴 / 제주종갓집초가 / 야자수산책 등,,,,,,,,,,,무료,,,,,,,무료로 대여 가능함,,,장애인 전용 주차구역 있음_무장애 편의시설,,유모차 무료대여 가능함(신분증 보관),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신화테마파크,"인기 캐릭터 라바를 탄생시킨 글로벌 3D 애니메이션 제작사, 투바앤(TUBAn)의 다양한 캐릭터와 스토리가 가득한 신화테마파크는 방문객들에게 흥미롭고 환상적인 하루를 선사한다. 환상적인 여행으로 안내하는 로터리 파크를 지나, 정글 속 신비한 고대 도시 오스카 뉴월드를 거쳐, 귀여운 캐릭터와 볼거리 가득한 라바 어드벤처 빌리지에 다다르는 여정, 12가지 짜릿한 놀이기구와 어트랙션 을 즐길 수 있다.",,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,※ 시즌 별로 운영 시간이 상이하므로 자세한 사항은 홈페이지 참조,연중무휴,가능,"[정상가] 45,000원
[시즌 할인가]
- 자유이용권(1월~2월,11월~12월) 29,000원
- 자유이용권(3월~10월) 39,000원","날이 따뜻해서 아이랑 놀기 너무 좋아요 놀이기구 타는데 시원한 바람이 불어와서 좋았습니다. 아이가 너무 좋아했어요 아기가정말좋아합니다 퍼레이드는꼭 보시는걸추천드려요 너무덥거나 너무추운날은 추천하지않아요 놀이기구간의 거리가 제법있어서 많이걸을것을 예상하고 준비해가셔야합니다 사람이많이없어 놀이기구타는것은 오래기다리지않아 즇앗어요 아이랑 놀기 좋았습니다. 1박 보다는 2박 하는게 좋을거 같아요 아이들 놀기에 최적화 된 신화월드 어른들은 탈만한게 별로 없어요 캐릭터들이 귀여워요 숙소 근처라 아이와 함께 방문했어요 놀이기구는 많지 않아서 반나절 정도 시간 보내기 좋은거 같아요 세 가지 놀이기구 타고 놀이터에서 놀고 기념품샵 구경하고 나왔네요 저희가 간 날이 바람이 많이 분 날이라 추워서 오래있지는 않았지만 날씨 좋으면 더 좋을까 같아요 어린이 동반 가족들에게 추천합니다 반나절 정도 돌면 다 즐길수있는 크키라 오후에 다녀오면 좋을 것 같습니다. 근처에 숙소를 잡았다면 가보면 좋을 것 같고요. 100cm 이하 어린이가 탈수있는게 많지 않아서 속상해했답니다. 참고하세요 저희가 갔을땐 퍼레이드는 하지 않았고여 사전에 문의하고 가면 좋을거에요 신화월드 숙박하면 빅5 무료이용권을 주어서 가보았는데, 에버랜드 롯데월드 말고 그냥 동네에 있는 적당한 유원지 생각하시면 됩니다. 근데 캐릭터는 정말 좀 이상하게 생기긴 했어요 아이들과 함께라면 하루코스로 신화월드 추천해요 아이들이 너무 즐거워해요 야외가 많아서 너무 더울때나 추울땐 좀 힘들어요 넓어서 여기저기 하루 종일 천천히 둘러보심 좋구요 대형 빙글빙글 바이킹이 재미있었어요 놀이기구가 대체적으로 뱅글뱅글 도는게 많아서 멀미 심하신 분들은 적당히 타시는걸 권유합니다",https://www.shinhwaworld.com/themepark,,장애인 화장실 위치 : 일반 화장실 옆쪽에 위치. 문의 형태 : 슬라이딩,,,,,,,,휠체어 사용자가 손쉽게 이용할 수 있음(평지),주출입구는 턱이 없어 휠체어 접근 가능함,,,,,,,,,,"휠체어 대여 위치 : 정문 출입 후, 왼쪽. 대여를 위한 준비사항 : 보증금 5,000원 / 대여 5,000원(복지카드 소지 시, 대여료 면제)",,,장애인 전용 주차구역 주차 가능 대수 : 24대 (C2 구역) 주변 휠체어 이용자 등이 이용할 수 있는 여유공간 충분. 안전 보행로까지의 거리 : 바로 옆 (경사로 있음) 관광지 주출입구와의 거리 : 약 150m,"실내에 배치된 놀이기구 이용 시, 엘리베이터 있음. 엘리베이터 없을 시, 경사로 배치","유아차 대여 위치 : 정문 출입 후, 왼쪽 대여를 위한 준비사항 : 보증금 5,000원 / 대여료 5,000원",,,,,,,"위치 : 정문 출입시 오른쪽, 게스트서비스센터 필수물품(소파, 테이블, 손소독제, 기저귀교환대) 있음. 권장물품(세면대, 수유쿠션, 전자레인지) 있음.",,,,,,,,,,,,,,,,,정보지 주변까지 대중교통 이용 가능 : 제주신화월드 테마파크 정류장 저상버스 없음.,,,,,,,,,,,,,
쌍용굴(한림공원),"쌍용굴(쌍룡굴)은 황금굴, 소천굴, 만장굴과 더불어 제주도의 대표적인 용암동굴이다. 동굴의 길이는 약 400m, 너비 6m, 높이는 3m 정도의 규모이며, 250만 년 전 한라산 일대의 화산이 폭발하면서 협재굴과 함께 생성되었다. 용암동굴이자 석회동굴의 특징이 복합된 2차원적인 동굴이라는 점이 특이하며, 그 일대가 모래와 조개껍질이 섞여 있는 패사층으로 되어 있다. 쌍용굴은 좌우 양쪽으로 나뉘어 있으며 마치 용 두 마리가 굴 내부에 있다가 밖으로 빠져나간 듯한 모양을 하고 있다 해서 쌍용굴이라고 이름이 지어졌다. 쌍용굴의 제2입구와 협재굴의 끝부분이 인접해 있어 두 동굴은 원래 하나였다가 내부 함몰로 인해 나뉜 것으로 추정되고 있다. 협재굴과 마찬가지로 천연기념물로 지정되어 있다. 동굴 내부에는 석회동굴의 특징인 석순과 종유석이 곳곳에 기둥처럼 즐비해 있어 신비한 광경을 연출한다. 동굴 벽면에는 석회분이 덮여있어 마치 하나의 거대한 벽화가 새겨져 있는 듯 웅장한 모습을 보인다. 동굴 내부의 온도는 연중 내내 17~18를 유지하여 한여름의 이색적인 피서지로 주목을 받고 있고, 한겨울에는 따뜻한 온도로 추위를 피할 수 있어 사계절 사람이 찾는 관광명소이다.",,제주특별자치도 제주시 한림읍 한림로 300,"- 2월~5월 09:00~17:00
- 6월~8월 09:00~17:30
- 9월~10월 09:00~17:00
- 11월~1월 09:00~16:30
※ 계절별 일몰시간에 따라 변동가능",연중무휴,가능 (소형 100대 / 대형 20대),"[개인]
- 일반 15,000원
- 경로 12,000원
- 청소년 10,000원
- 어린이 9,000원
[단체 (20인 이상)]
- 일반 12,000원
- 경로 11,000원
- 청소년 8,000원
- 어린이 7,000원
[도민]
- 일반 11,000원
- 경로 9,000원
- 청소년 7,000원
- 어린이 6,000원
※ 쌍용굴 입장료는 한림공원 입장료에 포함
※ 장애인/국가유공자/제주도민
신분증 소지자에 한하여 도민요금 적용",,http://www.hallimpark.co.kr,,장애인 화장실 있음(공원 공중화장실),협재굴 / 쌍룡굴 / 아열대 식물원 / 야자수길 / 분재원 / 재암민속마을 / 연못정원 / 카페 / 식당 / 휴게소,,,,,,"천연기념물 제주 한림 용암동굴지대(소천굴, 황금굴, 협재굴) (1971.09.30. 지정)",,"출입통로 형태 : 여닫이문
출입통로가 넓음. 진입로에 계단 있어 휠체어, 전동 스쿠터 사용자 진입 쉬움.
경사로 있음.",,,무료,,,,,,,대여가능,,,"장애인 전용 주차구역 주차대수 : 8대(한림공원주차장)
주변 휠체어 이용자 등이 이용할 수 있는 여유공간 있음.
관광지까지의 거리 : 약 230m",,"대여가능(유료,24개월이하)",,,,,,,,,,,,,,,,,,,,,,,,"대중교통 이용 가능 : 한림공원 정류장
저상버스 운행 : 202번",,,,,,,,,,,,,
곽지해수욕장,"제주시에 위치한 곽지해수욕장은 입지가 좋아 주변에 청소년 수련장이 설치되고 단체 피서객이 많이 찾는 제주 명소이다. 곽지리는 선사시대의 패총이 발견되었을 정도로 유서 깊은 마을이다. 지금의 곽지해수욕장은 옛날에 마을이 들어서 있던 곳이었으나, 어느 날 갑자기 모래에 파묻혔다는 전설이 전해온다. 곽지해수욕장 끝머리에는 과물노천탕이 있다. 과물은 한라산에서 흘러내리기 시작한 물이 땅속으로 스며들어 100리를 내려와 곽오름을 배경으로 바다에서 솟는 달콤한 물이라는 뜻이다. 과물노천탕은 남탕과 여탕으로 나뉘어 있고 해수욕장에서 놀고 난 후 바닷물을 씻어내기에 안성맞춤이다.",,제주특별자치도 제주시 애월읍 곽지리 1565,상시 개방,연중무휴,가능,무료,"오른쪽이 곽지 해수욕장, 왼쪽이 귀덕 방파제에요. 물 색도 너무 예쁘고 넓어서 사람 없는 가징 오른편으로 가면 조용히 즐길 수 있어서 좋습니다 제주도갈때마다 협재함덕은 꼭갔는데 이번에 곽지는 처음으로갔는데 여기도 이쁘더라구요 바람이불어서 오래구경은못했지만 애월해안도로부터곽지까지가는길도 잘되있어서 구경하기좋았어요 친구들과 간곳..사진도 잘나오고.좋았어요 깔깔깔 웃음도 기억나고.기억이 새록새록 풍력발전기 뷰에서 파란 제주 앞바다는 아름답습니다 곽지해수욕장 물도 맑고 예뻐요 잔잔한 해수욕장이에요 옆에 아몬드제주라고 치즈케이크 파는 곳도 있는데 맛집이니 꼭 가보세요 곽지해수욕장은 모래사장과 바위가 어우러져 있어서 풍경이 이쁘고 어린아이들 물놀이하기좋습니다 바다를낀 산책로가형성되어있어서 산책하기도 아주 좋아요 야경 이뻐요 산책하기좋아요 여름마다 휴가를 가는데 파도도 좀 있고, 아이들과 종일 물놀이하기 가장 좋았어요. 겨울바다도 보러가고 싶네요. 수심이 깊지 않아서 안전하고 마음 편하게 놀 수 있었어요 내년 여름에도 또 갈거에요 파도 너무 재밌어요",http://www.visitjeju.net/,,장애인 전용 화장실 있음,,,,,,,,경사로 있음,,,,,,,,,,,,,,장애인 전용 주차구역 있음_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안의울림 국제싱잉볼사운드테라피연구소,"마음과 몸의 고요를 위한 쉼, 깊은 이완을 위한 소규모그룹 싱잉볼 사운드힐링세션과 프라이빗 힐링프로그램이 준비되어 있는 곳이다. 히말라야싱잉볼 사운드배스(누워서 진행), 히말라야싱잉볼의 잔잔하고 깊은 울림의 사운드와 진동안에서 이완하고 휴식을 경험할 수 있다. 스트레스완화 이완, 힐링, 에너지 균형을 위한 프로그램등이 준비되어 있다.",,제주특별자치도 제주시 애월읍 애월북서길 15,08:00~22:00,연중무휴,"가능(약 소형 10대, 대형 2대)",,,https://www.instagram.com/jejusingingbowl,,,,"[이완 히말라야싱잉볼]
35,000원",8세이상,,,,,,주출입구에 휠체어 통과 가능함(수동문),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
트로이테마농원,"귤 따기, 승마체험을 함께 운영하고 있으며 아이들을 위한 동물 먹이주기 체험도 마련되어 있는 체험농원이다. 입구에 들어서면 초콜릿, 과자, 모자, 가방 등 여러 가지를 취급하고 있는 기념품 가게를 만날 수 있다. 이곳에서 다양한 기념품 뿐만 아니라 감귤 택배 주문도 가능하다. 별도로 기념사진을 남기기에 좋은 감귤 모자와 귤 모양의 귀마개도 대여할 수 있는데, 체험 중에는 착용이 불가하여 사진 촬영 용도로만 이용할 수 있다. 감귤 체험은 인당 1개의 바구니를 채워서 오는 방식으로 체험 중에는 시식이 가능하다는 점에서 재미를 더한다. 승마체험은 승마체험장으로 이동한 뒤 진행되며 난이도가 높지 않아 어린이들이 체험하기에 적합하다. 곳곳에는 포토존이 있어 모든 체험이 끝난 뒤에도 예쁜 사진을 남길 수 있다.",,제주특별자치도 서귀포시 안덕면 녹차분재로 56,"- 감귤체험 10:00~17:00 (입장 마감 16:00)
- 노지한라봉체험 10:00~16:00 (입장 마감 15:30)
※ 체험 별로 상이함으로 전화 문의 요망","연중무휴
※ 2025년 8월 1일~9월 15일까지 체험종료 및 농원 재정비",가능,"- 감귤체험 7,000원
- 동물먹이체험 2,000원
- 노지한라봉체험 12,000원
※ 무료 : 36개월 미만 소인
※ 변동될 수 있으므로 전화 문의 요망",,,,있음,기념품샵 / 감귤밭 / 승마체험장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에버리스골프리조트,"기나긴 세월의 흐름이 빚어낸 우대한 자연과 인간의 무한 도전이 어우러진 대한민국 최고의 정통 골프장이 바로 에버리스골프리조트이다. 오름, 바다, 돌, 바람, 억새 등 제주의 자연을 담아 코스에 상징성을 부여했으며 구릉지 특성과 계절에 따른 변화무쌍한 수종들로 식재한 조경은 마치 별천지에서 라운딩하는 듯한 플레이의 묘미와 감동을 선사한다.동쪽으로는 멀리 한라산이 조망되고 서쪽으로는 광활한 목초지와 바다가 그림처럼 펼쳐진다. 남쪽으로는 다양한 형태의 오름이 제주 특유의 지형적 특성을 뽐내고 가미된 이국적인 정취는 에버리스 CC만의 비경으로 자리하게 된다.",,제주특별자치도 제주시 애월읍 평화로 1693-75,일출 ~ 일몰시까지,,,,,에버리스 골프리조트http://www.everis.co.kr,,,,,,,,,,,,,,,,,,"클럽하우스, 비즈니스룸, 휴게실, 락카, 레스토랑, 프로샵, 그늘집, 스타트하우스",,,,,,"장애인 전용 주차구역 주차 가능 : 10대(에버리스GR제1주차장)
주변 휠체어 이용자 등이 이용할 수 있는 여유공간 있음.
관광지 주출입구까지의 거리 : 약 100m",엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,연중무휴,
소길별하,"JTBC 효리네 민박을 통해 공개된 이상순·이효리 부부의 신혼집이 아직 잘 알려지지 않은 지역 브랜드와 친환경 제품 등 다양한 상품을 판매하는 제주 로컬 브랜드 스토어 소길별하로 탈바꿈하였다. 방송에서 소개되었던 벽난로, 식탁 등의 공간이 곳곳에 그대로 존재하고 있으며 거실, 침실, 주방, 샤워실 등의 공간은 상품 전시 공간으로 꾸며졌다. 친환경 생활용품부터 핸드메이드 가방, 그릇, 디퓨저까지 종류도 다양하다. 소길별하는 매시간 정해진 인원만 입장 가능한 예약제로 운영되고 있다. 이용 시간이 한 시간으로 정해져 있으므로 작품 관람, 구매, 커피타임에 사용할 시간을 미리 잘 분배해야 한다.",,제주특별자치도 제주시 애월읍 소길남길 34-37,12:00~17:00,매주 수요일,가능,,뷰맛집힐링장소 의자에 앉아 차한잔 마시면서 잠시잠깐 멍 때리면서 여유를 즐길 수 있는 곳 집도 너무 예쁘고 제주에서의 특별한 체험과 추억을 남길 수 있어서 좋아요,https://www.sogilbyeolha.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금룡사(제주),"제주 금룡사는 1930년 김연화 보살님에 의해 설립된 염불당이 그 창사의 시초가 되었다. 청춘고혼()이 된 동생 덕암()의 넋을 기리며 오십 년 남짓 지낸 세월에 염불당 및 요사체가 폐허 지경까지 왔을 때, 자재 현도() 스님을 만나 인연이 되어 1975년 대웅전 건립을 기점으로 사찰로 면모를 일신했다. 대웅전에는 석가모니를 주불로 모시고 관음대세지보살이 좌우에 협시하고 있다. 법당에는 총 7축의 탱화작품이 있는데 (후불탱화, 신중탱화, 칠성탱화, 독성탱화, 산신탱화, 지장탱화, 영단탱화), 이 작품은 인간문화재 48호인 석정스님에 의한 것으로 1979년에 완성되었다. (출처 제주 문화관광 홈페이지)",,제주특별자치도 제주시 구좌읍 김녕로 148-11,상시 개방,연중무휴,"가능
요금 (무료)",무료 (체험비 별도),,https://www.visitjeju.net,,,,,,,,,,,"출입통로 형태 : 상시 개방형
출입통로가 넓어 휠체어, 전동 스쿠터 사용자 진입 쉬움.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"대중교통 이용 가능 : 동성동[남]
저상버스 없음.",,,,,,,,,,,,,
어리목탐방지원센터,"한라산어리목탐방안내소는 한라산 어리목 탐방로 주차장, 어승생악 입구 옆에 있다. 한라산 탐방 정보와 한라산의 탄생, 역사, 지질, 전설, 생태 등 이해를 돕기 위한 전시 공간으로 1~3전시실과 함께 어린이 체험학습장, 영상실, 포토존 등이 있다. 영상실에서는 한라산 및 제주 세계자연유산 홍보영상을 관람할 수 있고 탐방로 입구, 한라산 탐방로, 어리목 등에 설치된 실시간 CCTV 장면도 확인할 수 있다. 한라산 탐방로 가이드와 산행 안전 수칙, 한라산 보호 활동 등 등반과 환경 활동에 필요한 정보를 얻을 수 있어 산행 전 둘러보기 좋다.",,제주특별자치도 제주시 1100로 2070-61 (해안동),09:00~17:00,설·추석 당일,가능,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용머리해안,"용머리 해변은 산방산 앞자락에 있는 바닷가로 산방산 휴게소에서 걸어내려가면 수려한 해안절경의 용머리 해안과 마주치게 된다. 수천만 년 동안 쌓이고 쌓여 이루어진 사암층과 파도가 만들어낸 해안 절벽을 감상할 수 있다. 작은 방처럼 움푹 들어간 굴방이나 드넓은 암벽의 침식 지대가 펼쳐져 장관을 연출하고 있으며, 용머리라는 이름은 언덕의 모양이 용이 머리를 들고 바다로 들어가는 모습을 닮았다 하여 붙여졌다. 전설에 의하면 용머리가 왕이 날 훌륭한 형세임을 안 진시황이 호종단을 보내어 용의 꼬리 부분과 잔등 부분을 칼로 끊어 버렸는데 이때 피가 흘러내리고 산방산은 괴로운 울음을 며칠째 계속했다고 한다. 파도가 하얗게 부서지는 바닷가 바로 옆으로 길이 나있으며, 절벽이 마치 물결치듯 굽어져 있다. 해식애 앞쪽으로 좁지만 평탄한 파식대가 발달되어 용머리해안을 일주할 수 있는 탐방로 역할을 하고 있다. 기상악화나 만조 때에는 위험성이 높아 출입을 금하니 방문 전 미리 관람 가능 시간을 확인하고 가는 것이 좋다. 사암층을 따라 걷다 보면 나오는 해안가 일대에서는 해녀들이 좌판을 깔아 놓고 해산물을 판매하고 있으며 용머리로 들어가는 입구에는 하멜기념비가 서 있다.",,제주특별자치도 서귀포시 안덕면 사계리 112-3,"09:00~17:00
※ 기상악화 시 통제될 수 있으므로 방문 시 전화문의 요망","연중무휴
※ 기상악화 시 통제될 수 있으므로 방문 시 전화문의 요망",가능,"[개인]
- 어른 2,000원
- 청소년, 어린이 1,000원
[단체]
- 어른 1,600원
- 청소년, 어린이 600원
※ 자세한 사항은 전화문의 요망","자연경관이 신비롭고 멋져서 감탄했어요. 해안 산책로가 꽤 길어서 한바퀴 천천히 걸으면서 둘러보고 사진찍기에도 좋았습니다. 물때 잘 맞을때 여행하기 좋은곳이에요. 개방시간 꼭 확인하시고 가세요. 절벽과 바다경관이 예술입니다. 제주도갈때마다 동선이나 날씨가안맞아서 못가보다가 드뎌가봤는데 갈만하더라구요 날씨가좋아야지만 들어갈수있다는이유를 알게됐는데 해안가바로옆이여서 파도가조금만 높아서 안전에유의할정도인데 가까이서보니깐 더멋있더라구요 담에도 또한번은 가볼것같아요 공항근처라 돌아오는길에 매번 가는곳 해녀분들이 잡아서 직접파는 해산물도 맛있고 사진도 찍고 갈때마다 새롭게 느껴지는곳이네요 제주는 많은것이 이국적인 느낌을 주지만 용머이 해안은 다른곳에서 보기 힘든 곳이에요 사진 잘 찍으면 해외 나온듯 착각이 들정도... 한바퀴를 다 걸어서 발이 많이 힘들었지만 고생한 보람이 있어요 국내에 이런 관광지가 있는줄 몰랐어요.. 해외에 있는 것 같은 느낌을 줘요. 안가보셨으면 꼭 가보시기 추천합니다 산방산 주변 올레길에 위치하며 화산이 파도에 오랫동안 침식하는 과정을 감상할수있다 물때와 태풍등 으로 입장이 통제된다 용머리 해안은 제주에있는 용머리 바위와 혼든하는 경우가 많다,근데 산방산 주위에 위치한 용머리 해안은 바닷물에 의한 침식으로 드러난 화산으로 인한 용암을 보여주는 좋은 곳이다 제주의 아름다운곳 내가 제일 좋아하는 용머리 해안 아름다운 자연을 볼 수 있어서 좋아요 또 가고 싶아요 물때확인 필수 매일 오전9시, 해안 개방여부 확인 후 입장이 가능한데 가는 날 개방이 되어서 잘 구경하고 왔어요, 정말 아름다운 자연을 만끽 할 수 있는 곳입니다 제주 여행중 코로나 시기에 방문해서 좋은 추억 만들고 기분 좋아든 용머리해안을 이번 겨울 가족 여행으로 재차 방문해서 좋은것 많이 보았네요. 아들,딸과 함께 한 두번째 용머리해안 방문 정말 좋은 겨울 제주 여행지 입니다. 참고로 꼭 물때시간 알아보고 개방시 방문하세요.",http://www.visitjeju.net,,장애인용화장실 있음 (하멜상선전시관 옆 공중화장실 경사로 통해 이용가능함),,,,,,,,,,,,,,,,,,,,,,"장애인 전용 주차구역 주차대수 : 4대
주변 휠체어 이용자 등이 이용할 수 있는 여유공간 있음.
관광지까지의 거리 : 약 250m",,,,,,,,,,,,,,,,,,,,,,,,,,"대중교통 이용가능 : 산방산[북] 정류장
저상버스 없음.",,,,,,,,,,,,,
돌하르방미술관,"돌하르방미술관은 제주시 조천읍에 위치한 미술관이다. 이곳은 제주 토박이 김남흥 원장이 15년 이상의 세월 동안 개인의 힘으로 일구어온 생명과 평화의 공원이자 문화와 예술을 담은 공원이다. 도 내외에 흩어져 있는 48기의 돌하르방을 원형 그대로 재현해 전시하고 있을 뿐만 아니라 현대적인 해석으로 탄생한 다양한 형태의 돌하르방과 250여 개의 조형물들을 공원 곳곳에서 야외 전시하고 있다. 또, 곶자왈 산책길에서는 각종 양치식물과 청미래덩굴, 자귀나무, 꾸지뽕나무 등 다양한 수목을 관찰할 수 있어 살아 숨 쉬는 자연을 그대로 접할 수 있다.",,제주특별자치도 제주시 조천읍 북촌서1길 70,"[하절기(4월~10월)]
09:00~18:00 (입장 마감 17:30)
[동절기(11월~3월)]
09:00~17:00 (입장 마감 16:30)",연중무휴,가능,"[개인]
- 성인 7,000원
- 소인, 경로, 장애인 5,000원
[단체]
- 성인 6,000원
- 소인, 경로, 장애인 4,000원",아기자기하고 재미난 곳이에요. 크진않지만 곶자왈을 돌하르방과 나무공예로 예쁘게 꾸면놓았습니다. 다양한포즈를 하고있는 돌하르방과 사진찍기 놀이하셔도 재미있답니다. 돌하르방미술관은 여러가지 돌하르방을 볼 수 있어 제주도에 가면 한번쯤은 들르는 곳이다.,https://www.visitjeju.net,,있음,,,,,,,,"관광지 부지가 넓어, 휠체어 사용자 손쉽게 이용 가능.
바닥 위에 매트를 깔아 이동 편리.","출입통로 형태 : 상시 오픈형.
출입통로가 넓어 휠체어, 전동휠체어 진입 쉬움
턱 없음.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동문재래시장,"동문재래시장은 오랜 역사를 지닌 전통 재래시장으로 제주도를 대표하는 시장 중 하나이다. 동문재래수산시장과 더불어 제주도에서 가장 중요하면서 대규모의 상설 재래시장을 구성하고 있다. 1945년 8월 광복 직후 형성된 것이 시초인데, 이 시장은 당시 제주도의 유일한 상설시장으로 제주도 전체 상업 활동의 근거지가 되었다. 1954년 3월에 발생한 대형 화재로 시장 전체가 잿더미로 변하자 같은 해 11월 현재의 장소로 이전했다. 주요 취급 품목은 야채, 과일, 수산물, 약초, 곡물, 의류 등이 있다. 제주도의 대표 재래시장인 만큼 신선한 해산물이 인기다. 갈치회를 비롯한 다양한 모듬회를 저렴한 값에 구매할 수 있으며, 전복내장밥 삼합이나 통전복이 들어간 떡갈비 등 퓨전음식이 주목받고 있다.",,제주특별자치도 제주시 관덕로14길 20,08:00~21:00,연중무휴,가능,,"먹거리도 많고 살거리도 많고 구경거리도 많아요. 저희는 기념품도 사고 간식도 사 먹고 야식으로 먹을것도 포장해서 왔어요. 공항이랑 가까우니 시간맞춰 들려도 좋을꺼 같아요. 공항에서 10분도 안걸려서 비행기에서 내려 곧장 갔어요. 입구에서 할머니 옆 아주머니가 파는 호떡 하나 들고 시작했는데, 겉바속쫀 맛있었어요. 시장 안쪽엔 가성비 좋은 수산물부터 오메기떡, 야채 다양했어요. 마지막은 연탄고등어구이 불향에 촉촉한 살점까지 동문시장은 사랑입니다 제주 동문시장은 서귀포 올레시장에 비해 가격도 비싸고 인파가 많아서, 서귀포 올레시장도 방문할 계획이시라면 먹거리나 상품이 거의 유사하니 서귀포 올레시장 이용을 추천합니다. 제주 놀러가신 분들은 많이 들리셨을 것 같아요 근처에 숙소도 많아서 근처에 숙소잡았다면 여기서 야식 사가서 먹는게 최고에요 딱새우회도 있고 너무 구경하기도 즐겁고 엄청 커요 회도 진짜 다양합니다 이곳은 제주도를 방문한 관광객이라면 한번은 다녀가야하는 곳입니다. 다양한 상품들과 먹거리들... 특히 동문야시장은 꼭 체험해보세요 주변에는 관덕정, 산지천, 답동광장 등이 있으니 둘러 보시길 권해드립니다. 제주도를 여행하며 시티투어로 방문한 동문재래시장은 많은 사람들과 먹거리도 많고 구매하니 덤도 주네요. 제주 동문재래시장은 먹거리 천국입니다. 정말 먹을게 많아서 이곳을 방문하는 여행객들이 많습니다. 많이 먹고 여러가지 먹거리도 구매 했습니다. 재래시장이라 온누리상품권도 사용 가능합니다. 맛집도 많고 올레시장에 비해 볼거리도 많네요 맛집도너무많고 특히 택배가 너무 잘되어서 좋았어요. 인터넷검색하면 지금 제주택배비 반값지원해주더라구요. 저도 이번에 다녀오고 택배비가 한건당 5처넌씩인데 여러군데 보낸거 다 모아서 신청해두니 반값지원받으면 너무 좋은거같아요. 제주여행가면 선물 안살수가없죠 너무 신나서 돈은 많이썻지만 보람되고 좋아요.",,,장애인 화장실 있음,,,,농축수산물 / 과일 / 의류 / 잡화 등,,,,출입구까지 경사로가 설치되어 있음(완만함),주출입구는 턱이 없어 휠체어 접근 가능함,,,,,,,,,,대여 가능(1대/고객지원센터),,,장애인 주차장 있음(6대)_무장애 편의시설,,대여 가능(1대/고객지원센터),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,장애인 화장실 내 유아용 보호의자 있음
